36|flow-stream|Stream Flow|USGS CA8|Y|05/14/2009|12/31/2099
37|epa 625 bna, pah|GCMS semivolatiles in waste water|EPA 625|Y|05/15/2009|12/31/2099
38|epa 300.0 water|Ion Chromatography|EPA 300.0|N|09/27/2011|12/07/2011
39|epa 200.8 npdes|ICPMS metals|EPA 200.8|Y|05/15/2009|12/31/2099
40|epa 8270 bna, pah|GCMS semivolatiles in water, soil, and other matrices|EPA 8270|Y|05/19/2009|12/31/2099
41|bna water|GC/MS Semivolatiles sep funnel extraction method for water|EPA 3510|N|05/19/2009|12/31/2009
42|rt-pcr|Real-Time RT-PCR|Real-Time RT-PCR|Y|05/21/2009|12/31/2009
43|ibuprofenum|Ibuprom|test health system|Y|12/11/1912|12/11/1912
44|fernando bgbg|sss gregeg|aaa|Y|12/02/2009|12/27/2009
45|epa 245.2mercury ndw|Cold vapor|EPA 245.2|Y|06/12/2009|12/31/2099
46|elisa|enzyme-linked immunosorbent assay|Enzyme-Linked Immunosorbent Assay|Y|12/31/2008|12/31/2019
357|epa 245.2 mercury dw|Cold vapor|EPA 245.2|Y|05/05/2011|12/31/2099
48|isco|ISCO Flow Meaurement|Flow Meaurement|N|05/13/2010|12/31/2099
49|niosh 7903|Ion Chromatography|NIOSH 7903|Y|07/29/2010|12/31/2099
50|sm 3111 b drink|Flame AA metals|SM 3111 B 18th|Y|07/29/2010|12/31/2099
51|epa 9041 a|Paper method|EPA 9041A|Y|07/29/2010|12/31/2099
52|epa 6020 solid|ICPMS metals|EPA 6020|Y|07/01/2009|12/31/2099
53|epa 8318|SW846 8318 HPLC with prior sample prep|EPA SW-846 8318|Y|01/01/2009|01/01/2099
54|+uhcg|Urine Preganacy Test|\N|Y|08/18/2009|08/10/2010
55|epa 531.1|EPA Method 531.1 HPLC with prior prep|EPA 531.1|Y|01/01/2009|01/01/2099
56|spectrophotometry|spectrophotometry|spectrophotometry|Y|12/31/1999|12/31/2199
358|epa 353.2 as n|Automated method for NO2 and NO3 as N|EPA 353.2|Y|08/23/2010|12/31/2099
58|ria|RIA|RIA|Y|08/09/2009|08/09/2009
59|epa 314.0|Ion chromatography|EPA 314.0|Y|11/09/2009|12/31/2099
60|sm 2510 b|Wheatstone Bridge|SM 2510 B 18th|Y|11/09/2009|12/31/2099
61|sm 4500 h - field|Field pH by Standard Methods 4500 H-B+|SM 4500 H-B+ 2000|Y|11/12/2009|12/31/2099
62|sm 2550 - field|Field Temperature by Standard Methods 2550|SM 2550 B 2000|Y|11/13/2009|12/31/2099
63|sm 4500-o g|Field Dissolved Oxygen by Standard Methods 4500-O G|SM 4500-O G|Y|11/13/2009|12/31/2099
64|astm d 888-05 c|Field Dissolved Oxygen by ASTM D 888-05 C by Luminescence|ASTM D 888-05 C|Y|11/13/2009|12/31/2099
65|usgs ca8|Flow Rate for Streams by USGS CA8|USGS CA8|Y|11/13/2009|12/31/2099
66|sm 10500|Benthic Macroinvertebrate Analysis by Standard Methods 10500|SM 10500|Y|11/13/2009|12/31/2099
67|wetzel likens 2000|Zooplankton Analysis by Wetzel and Likens 2000|Wetzel and Likens 2000|Y|11/13/2009|12/31/2099
68|sm 10200 f|Lab Analysis of Phytoplankton by Standard Methods 10200 F|SM 10200 F|Y|11/13/2009|12/31/2099
69|epa 3050b solid|Solids digestion|EPA 3050B|Y|01/21/2010|12/31/2099
70|gamma on liquid|Gamma spec on liquids by EPA 901.1|EPA 901.1|Y|02/10/2010|12/31/2099
71|teh water|Total Extractable Hydrocarbons|Iowa OA-2|Y|04/27/2010|04/10/2200
72|serum check|\N|\N|Y|02/01/2010|02/28/2010
73|epa 524.2|volatiles in water by GCMS|EPA 524.2|Y|02/18/2010|12/31/2099
386|epa 903.0/904.0|combined radium 226 and 228  (calculated)|EPA 903.0/904.0|Y|09/07/2011|09/07/2011
439|sm 10200 h|Chlorophyll Analysis by SM 10200 H|SM 10200 H|Y|11/30/2011|12/31/2099
359|epa 200.7 boron diss|ICP metals|EPA 200.7|Y|05/04/2011|12/31/2099
360|sm 5210b 20 day|Dissolved oxygen depletion|SM 5210 B 18th|Y|05/10/2011|12/31/2099
361|iso 7888-1985|field specific conductance by iso 7888-1985|ISO 7888-1985|Y|04/04/2011|12/31/2099
78|nitratos|dd|\N|Y|02/26/2010|02/28/2012
79|epa 525.2|GCMS semivolatiles in drinking water|EPA 525.2|Y|03/03/2010|12/31/2099
80|colilert pa sdwa am|P/A 24hr Total coliform & E.coli - morning|9223B-PA|Y|03/22/2010|12/31/2099
81|colilert pa sdwa pm|P/A 18hr Total coliform & E.coli - afternoon|9223B-18PA|Y|03/22/2010|12/31/2099
82|listeria sp|Listeria species|USDA MLG 8.05|Y|04/15/2010|04/15/2099
362|pcr|Polymerase Chain Reaction|Polymerase Chain Reaction|Y|07/05/2011|12/31/2099
84|sm 10200 g|Lab Analysis of Zooplankton by Standard Methods 10200 G|Wetzel and Likens 2000|Y|04/20/2010|12/31/2099
86|uhl h 025|UHL-H-025 LC/MS/MS determination|SOP UHL-H-025 LC/MS/MS|Y|01/01/2007|01/01/2099
87|epa 900.0 including|Gross Alpha in water including Uranium by evaporation|EPA 900.0|Y|04/23/2010|12/31/2099
88|orise ap1|Gross Alpha/Beta in solid|ORISE AP1|Y|04/23/2010|12/31/2099
89|epa 7420|Flame AA metals|EPA 7420|Y|04/23/2010|12/31/2099
90|iowa oa-2|TEH in water, soil, and other matrices by GC-FID|Iowa OA-2|Y|04/27/2010|04/10/2200
91|hpc spread plate|Heterotrophic Plate Count, SM 9215C|SM 9215C|Y|04/27/2010|12/31/2099
92|epa 901.1|Gamma spectroscopy in liquids|EPA 901.1|Y|04/27/2010|12/31/2099
93|rad sop 20.0|composite bottle to pour off, no analysis|RAD 20.0|Y|04/27/2010|12/31/2099
94|gamma scan|gamma scan on miscellaneous matrices|EPA LV page 92|Y|04/27/2010|12/31/2099
95|fda gamma|gamma spectroscopy on food by FDA gamma|FDA gamma|Y|04/27/2010|12/31/2099
96|sm 2320 b|Alkalinity titration - electrometric endpoint|SM 2320 B 18th|Y|04/28/2010|12/31/2099
97|iowa oa-2 teh water|separatory funnel prep for TEH in water by GC-FID|Iowa OA-2|Y|09/02/2010|12/31/2099
98|epa 300.1|Ion Chromatography|EPA 300.1|Y|04/28/2010|12/31/2099
440|sm 4500 nh3 d|Ammonia as N by ion spec. electrode|Ammonia as N|Y|12/01/2011|12/31/2099
100|uhl h 016|SOP UHL-H-016 LC/MS/MS determination|SOP UHL-H-016 LC/MS/MS|Y|01/01/2010|01/01/2099
101|uhl h 018 perfluorin|SOP UHL-H-018 LC/MS/MS determination|SOP UHL-H-018 LC/MS/MS|Y|01/01/2010|01/01/2099
102|uhl h 019|SOP UHL-H-019 LC/MS/MS determination|SOP UHL-H-019 LC/MS/MS|Y|01/01/2010|01/01/2099
103|uhl h 017|SOP UHL-H-017 LC/MS/MS determination|SOP UHL-H-017 LC/MS/MS|Y|01/01/2010|01/01/2099
104|uhl h 026|SOP UHL-H-026 LC/MS/MS determination|SOP UHL-H-026 LC/MS/MS|Y|01/01/2010|01/01/2099
105|uhl h 020|SOP UHL-H-020 LC/MS/MS determination|SOP UHL-H-020 LC/MS/MS|Y|01/01/2010|01/01/2099
106|uhl h 023|SOP UHL-H-023 LC/MS/MS determination|SOP UHL-H-023 LC/MS/MS|Y|01/01/2010|01/01/2099
107|epa 535|ESA/OXA by EPA Method 535 LC/MS/MS Determination|EPA 535|Y|01/01/2010|01/01/2099
108|uhl h 023 dupont|SOP UHL-H-023 DUPONT List LC/MS/MS Determination|SOP UHL-H-023 LC/MS/MS|Y|01/01/2010|01/01/2099
109|epa lv page 6|Gross alpha/beta in air|EPA LV Page 6|Y|05/10/2010|12/31/2099
110|epa 00-02 including|Gross Alpha in water by co-precipitation including Uranium|EPA 00-02|Y|05/10/2010|12/31/2099
111|epa 507 nch1|separtory funnel prep using nch1 spike for GCNP pesticides|EPA Method 507|N|05/20/2010|12/31/2099
112|epa 507 nch2|separtory funnel prep using nch2 spike for GCNP pesticides|EPA Method 507|N|05/20/2010|12/31/2099
113|epa 507 nch3|separtory funnel prep using nch3 spike for GCNP pesticides|EPA Method 507|N|05/20/2010|12/31/2099
114|epa 507 opa|separtory funnel prep using opa spike for GCNP pesticides|EPA Method 507|N|05/20/2010|12/31/2099
115|epa 507 opb|separtory funnel prep using opb spike for GCNP pesticides|EPA Method 507|N|05/20/2010|12/31/2099
116|epa 3550 solid nch1|extraction using nch1 spike for GCNP pesticides|EPA 3550|N|05/20/2010|12/31/2099
117|epa 3550 solid nch2|extraction using nch2 spike for GCNP pesticides|EPA 3550|N|05/20/2010|12/31/2099
118|epa 3550 solid nch3|extraction using nch3 spike for GCNP pesticides|EPA 3550|N|05/20/2010|12/31/2099
119|epa 507 np|nitrogen containing herbicides in water by GCNP|EPA Method 507|N|05/20/2010|12/31/2099
121|sm 4500-cl g|Total Residual Chlorine byStandard Methods 4500-cl g|SM 4500-cl g|Y|07/01/2010|12/31/2099
122|iowa oa-1|BTEX and MtBE in water, soil, and other matrices by GCMS|Iowa OA-1|Y|07/29/2010|12/31/2099
123|epa 624|GCMS volatiles in waste water|EPA 624|Y|07/29/2010|12/31/2099
124|aoac 973.32 dish|Flame AA or ICP|AOAC 973.32|Y|07/29/2010|12/31/2099
125|niosh 9102 aa wipe|Flame AA metals|NIOSH 9102-AA|Y|07/29/2010|12/31/2099
126|niosh 9102 uhl|ICP metals|NIOSH 9102-UHL|Y|07/29/2010|12/31/2099
127|epa 7000 b soil|Flame AA|EPA 7000B soil|Y|07/29/2010|12/31/2010
128|sm 3500 cr d|Colorimetric|SM 3500-CR D 18th|Y|07/29/2010|12/31/2099
129|epa 7470a mercury aq|Cold vapor|EPA 7470A|Y|07/29/2010|12/31/2099
130|epa 7471 a mercury|Cold vapor|EPA 7471A|Y|07/29/2010|12/31/2099
131|sm 3500 ca d|Titration|SM 3500-CA D 18th|Y|07/29/2010|12/31/2099
132|sm 4500 cn e|Colorimetric following distillation|SM 4500-CN E 18th|Y|07/29/2010|12/31/2099
133|epa 9014|Colorimetric following distillation|EPA 9014|Y|07/29/2010|12/31/2099
134|sm 4500 co2 b|Calculation|SM 4500-CO2 B 18th|Y|07/29/2010|12/31/2099
135|sm 2340 b,total hard|Calculation requiring ca, mg by EPA 200.7|SM 2340 B 18th|Y|07/29/2010|12/31/2099
136|sm 4500 h+ b ph&alk|Electrometric measurement of pH for alkalinity|SM 4500 H+ B 18th|Y|07/29/2010|12/31/2099
137|sm 4500 s- e|Titration|SM 4500-S- E 18th|Y|07/29/2010|12/31/2099
138|epa 9034|Titration|EPA 9034|Y|07/29/2010|12/31/2099
139|sm 4500 si d|Colorimetric|SM 4500-SI D 18th|Y|07/29/2010|12/31/2099
140|sm 4500 si e|Colorimetric|SM 4500-SI E 18th|Y|07/29/2010|12/31/2099
141|sm 4500 so3 b|titration|SM 4500-SO3 B 18th|Y|07/29/2010|12/31/2099
142|hach 8073|calculation|HACH 8073|Y|07/29/2010|12/31/2099
143|epa to-15|GCMS volatiles in air|EPA TO-15|Y|07/30/2010|12/31/2099
144|sm 2310 b|Acidity titration - electrometric endpoint|SM 2310 B 18th|Y|07/29/2010|12/31/2099
145|epa 3010|Digestion of aqueous samples|EPA 3010|Y|07/29/2010|12/31/2099
146|sm 4500 nh3 b|Distillation|\N|Y|07/29/2010|12/31/2099
147|nf monograph 25|\N|NF Monograph 25|Y|07/29/2010|12/31/2099
148|sm 5210b  5 day|Dissolved oxygen depletion|SM 5210 B 18th|Y|07/29/2010|12/31/2099
149|sm 5220 d|Colorimetric|SM 5220 D 18th|Y|07/29/2010|12/31/2099
150|epa 410.4|Colorimetric|EPA 410.4|Y|07/29/2010|12/31/2099
151|sm 2120 c|Spectrophotometric|SM 2120 C 18th|Y|07/29/2010|12/31/2099
152|epa 9045|Electrometric measurement|EPA 9045|Y|07/29/2010|12/31/2099
153|sm 5310 b|Combustion|SM 5310 B 18th|Y|07/29/2010|12/31/2099
154|sm 4500 f c nondrink|Specific ion electrode|SM 4500-F C 18th|Y|07/29/2010|12/31/2099
155|sm 5540 c|Colorimetric|SM 5540 C 18th|Y|07/29/2010|12/31/2099
156|lac 10-107-06-1j|Automated|LAC 10-107-06-1J|Y|07/29/2010|12/31/2010
157|epa 350.1|Automated|EPA 350.1|Y|07/29/2010|12/31/2099
158|niosh 6015|Automated|NIOSH 6015|Y|07/29/2010|12/31/2099
159|epa 353.2|automated|EPA 353.2|Y|07/29/2010|12/31/2099
160|lac 10-107-05-1a|Automated|LAC 10-107-05-1A|Y|07/29/2010|12/31/2099
161|sm 4500 no2 b|Manual analysis for nitrite|SM 4500-NO2 B 18th|Y|07/29/2010|12/31/2099
162|epa 160.4 volatile|Gravimetric|EPA 160.4|Y|07/29/2010|12/31/2099
163|epa 351.2|Automated|EPA 351.2|Y|07/29/2010|12/31/2099
164|epa 9060|Combustion|EPA 9060|Y|07/29/2010|12/31/2099
165|sm 2540 b total|Gravimetric|SM 2540 B 18th|Y|07/29/2010|12/31/2099
166|usgs i-3765-85suspen|gravimetric|USGS I-3765-85|Y|07/29/2010|12/31/2099
167|sm 2540 g total|Gravimetric|SM 2540 G 18th|Y|07/29/2010|12/31/2099
168|sm 2540 d suspended|Gravimetric|SM 2540 D 18th|Y|07/29/2010|12/31/2099
169|lac 10-107-06-2e|Automated|LAC 10-107-06-2E|Y|07/29/2010|12/31/2099
170|lac 10-114-27-1a|automated|LAC 10-114-27-1A|Y|07/29/2010|12/31/2099
171|sm 2540 c dissolved|Gravimetric|SM 2540 C 18th|Y|07/29/2010|12/31/2099
172|sm 2540 f settleable|Volumetric - Imhoff cone|SM 2540 F 18th|Y|07/29/2010|12/31/2099
173|lac 10-115-01-1d|Automated|LAC 10-115-01-1D|Y|07/29/2010|12/31/2099
174|lac 10-115-01-1c|Automated|LAC 10-115-01-1C|Y|07/29/2010|12/31/2099
175|epa 365.4|Semi-automated|EPA 365.4|Y|07/29/2010|12/31/2099
176|sm 4500 p f|Automated|SM 4500-P F 18th|Y|07/29/2010|12/31/2099
177|lac 10-115-01-1a|Automated|LAC 10-115-01-1A|Y|07/29/2010|12/31/2099
178|epa 365.1|Automated|EPA 365.1|Y|07/29/2010|12/31/2099
179|sm 4500 p e|Manual|SM 4500-P E 18th|Y|07/29/2010|12/31/2099
180|epa 420.1|Colorimetric|EPA 420.1|Y|07/29/2010|12/31/2099
181|epa 420.4|Automated|EPA 420.4|Y|07/29/2010|12/31/2099
182|sm 5560 c|Titration|SM 5560 C 18th|Y|07/29/2010|12/31/2099
183|sm 4500 no3 f|Automated|SM 4500-NO3 F 18th|Y|07/29/2010|12/31/2099
184|usgs i-4540-85|Automated|USGS I-4540-85|Y|07/29/2010|12/31/2099
185|lac 10-107-04-1j|Automated|LAC 10-107-04-1J|Y|07/29/2010|12/31/2099
186|epa 524.2 thm|GCMS trihalomethanes (THMs) in drinking water|EPA 524.2|Y|07/30/2010|12/31/2099
187|epa to-12|GCMS SNMOC in air|EPA TO-12|Y|07/30/2010|12/31/2099
188|epa 8270 nch, op|GCMS NCH and OPI pests in water, soil, foliage, and other|EPA 8270|Y|07/30/2010|12/31/2099
189|uhl h 021|SOP UHL-H-021 LC/MS/MS determination|SOP UHL-H-021 LC/MS/MS|Y|01/01/2010|01/01/2099
190|uhl h 018 fifra|SOP UHL-H-018 LC/MS/MS FIFRA Samples|SOP UHL-H-018 LC/MS/MS|Y|01/01/2010|01/01/2099
191|niosh 7300 aa ih|Flame AA metals|NIOSH 7300-AA|Y|08/04/2010|12/31/2099
192|niosh 7300 ms ih|ICPMS metals|NIOSH 7300-MS|Y|08/04/2010|12/31/2099
193|epa 547|HPLC Post-column derivatization|EPA 547|Y|01/01/2010|01/01/2099
194|uhl h 006|HPLC Post-column derivatization|HPLC Post-column derivatization|Y|01/01/2010|01/01/2099
195|epa 549.2|HPLC/uv by PDA with SPE extraction|EPA 549.2|Y|01/01/2010|01/01/2099
196|epa 3510 water bna|separtory funnel prep for BNA semivolatiles|EPA 3510 BNA|Y|08/05/2010|12/13/2099
197|epa 3550 solid bna|sonication prep for BNA semivolatiles|EPA 3550 BNA|Y|08/05/2010|12/31/2099
198|epa 3510 water np ms|separtory funnel prep for pesticides by GCMS|EPA 3510 NP|Y|08/05/2010|12/31/2099
199|epa 3550 solid np ms|sonication prep for pesticides by GCMS|EPA 3550 NP|Y|08/05/2010|12/31/2099
200|blue pour plate|Heterotropic Plate Count|SM 9215B|Y|07/01/2010|12/31/2099
201|hpc green pour plate|Heterotropic Plate Count|SM 9215B|N|08/01/2010|12/31/2099
202|sm 2320 b sludge|Alkalinity titration - electrometric endpoint|SM 2320 B 18th|Y|08/06/2010|12/31/2099
203|epa200.8private lead|ICMPS metal for private lead samples|EPA 200.8|Y|08/06/2010|12/31/2099
204|epa 7420 comp wipe|Flame AA ENVPB dust on composite wipe|EPA 7420|Y|08/06/2010|12/31/2099
205|epa 7420 paint|Flame AA ENVPB paint sample|EPA 7420|Y|08/06/2010|12/31/2099
206|epa 7420 soil|Flame AA ENVPB soil sample|EPA 7420|Y|08/06/2010|12/31/2099
207|epa 7420 wipe|Flame AA ENVPB dust on wipe|EPA 7420|Y|08/06/2010|12/31/2099
208|epa 6010b boron aque|ICP metals|EPA 6010B|Y|08/06/2010|12/31/2099
209|sm 2130 b screen|Nephelometric - turbidity screen for metals|\N|Y|08/06/2010|12/31/2099
210|epa 552.2 haa|GCEC halo acetic acids (HAAs) in drinking water|EPA 552.2|Y|08/06/2010|12/31/2099
211|epa 3050b envpb|Solid digestion for ENVPB|EPA 3050B|Y|08/06/2010|12/31/2099
212|epa 245.2 hg|Mercury digestion of water samples|EPA 245.2|Y|08/06/2010|12/31/2099
213|epa 515.3 acid herbs|acid herbicides in water by GCEC|EPA 515.3|Y|08/06/2010|12/31/2099
214|epa 507 opp|organo phosphate pesticides in water by GCNP|EPA Method 507|N|08/06/2010|12/31/2099
215|epa 200.8 drink|ICPMS metals|EPA 200.8|Y|08/06/2010|12/31/2099
216|macroscopic|\N|\N|Y|08/01/2010|08/04/2010
217|epa 900.0/200.8|Gross Alpha excluding Uranium (calculated)|EPA 900.0/200.8|Y|08/10/2010|08/10/2099
218|epa 00-02/200.8|Gross Alpha excluding Uranium  (calcualted)|EPA 00-02/200.8|Y|08/10/2010|08/03/2099
219|epa 200.8 mercury dw|ICPMS metals|EPA 200.8|Y|08/17/2011|12/31/2099
220|epa 900.0 beta|Gross Alpha/Beta in water|EPA 900.0|Y|08/10/2010|08/10/2099
221|epa 905.0|Strontium 89 and 90 in water|EPA 905.0|Y|08/10/2010|08/10/2099
222|sm 20.2|Strontium 89 and 90 in milk|SM 20.2|Y|08/10/2010|08/10/2099
223|sm 7500 rn b 19th|Radon 222 in water by liquid scintillation|SM 7500 RN B 19th|Y|08/10/2010|08/10/2099
224|sm 7500 i c 19th|Iodine in milk and water by Carbon Tetrachloride extraction|SM 7500 I C 19th|Y|08/10/2010|08/10/2099
225|colilert pa|Presence/Absence Total coliform & E.coli|SM 9223B 21st P/A|Y|08/01/2010|12/31/2099
226|colilert mpn sdwa am|MPN Total Coliform & E.coli by Quanti-Tray - morning|9223B-QT|Y|08/01/2010|12/31/2099
227|colilert mpn sdwa pm|MPN Total Coliform & E.coli by Quanti-Tray - afternoon|9223B-18QT|Y|08/01/2010|12/31/2099
228|legionella|Legionella species|SM 9260J 21st|Y|08/01/2010|12/31/2099
229|mf-est|MF EST|MF EST|Y|08/10/2010|12/31/2099
230|epa 445.0 filter|Chlorophyll a|EPA 445.0 Rev. 1.2|Y|08/12/2010|12/31/2099
231|epa 445.0 rev 1.2|Chlorophyll Analysis by EPA 445.0 rev 1.2|EPA 445.0 rev 1.2|Y|08/12/2010|12/31/2099
232|epa 445.0 substrate|Chlorophyll Analysis by EPA 445.0 rev 1.2|EPA 445.0 rev 1.2|Y|08/12/2010|12/31/2099
233|datalogger-sonde|Field Analyses using Datalogger-Sonde|Datalogger-Sonde|Y|08/01/2010|12/31/2099
234|epa 6010 c paint|ICP ENVPB paint sample|EPA 6010C|Y|08/13/2010|12/31/2099
235|epa 6010 c wipe|ICP ENVPB dust on wipe|EPA 6010C|N|08/13/2010|12/31/2099
236|epa 6010 b soil|ICP ENVPB soil sample|EPA 6010B|N|08/13/2010|12/31/2099
237|male sp coliphage|Male Specific Coliphage - 2 step Enrichment|EPA 1601|Y|08/01/2010|12/31/2099
238|epa 6010 c comp wipe|ICP ENVPB dust on composite wipe|EPA 6010C|Y|08/13/2010|12/31/2099
239|niosh 9102 ms|ICPMS metals|NIOSH 9102-MS|Y|08/13/2010|12/31/2099
240|epa 7470 a hg|Mercury digestion of liquid samples|EPA 7470A|Y|08/13/2010|12/31/2099
241|epa 7471 a hg|Mercury digestion of solid samples|EPA 7471A|Y|08/13/2010|12/31/2099
242|niosh procedure|Industrial Hygiene Air Analyses|National Institute of Safety and Health|Y|08/16/2010|12/31/2099
243|niosh 1301|Industrial Hygiene Air Analyses|National Institute of Occupational Safety and Health|N|08/17/2010|12/31/2099
244|niosh 1450 modified|Industrial Hygiene Air Analyses|NIOSH 1450 Modified|Y|04/03/2014|12/31/2099
245|epa 906.0|Tritium in liquids by distillation|EPA 906.0|Y|08/19/2010|08/19/2099
246|epa 903.0|Radium-226 in water by barium precipitation with radium 228|EPA 903.0|Y|08/19/2010|12/31/2099
247|epa 903.0 only|Radium-226 in water by barium coprecipitation|EPA 903.0|N|08/19/2010|08/31/2099
248|epa lv page 92|Gamma spectroscopy in solid matrices|EPA LV Page 92|Y|08/19/2010|08/19/2099
249|epa 904.0|Radium-228 in water|EPA 904.0|Y|08/19/2010|08/19/2099
250|rad sop 13.24|Sealed source wipe for leak testing|RAD 13.24|Y|08/19/2010|08/19/2099
251|rad sop 13.17|Surface radiation contaminants by liquid scintillation|RAD 13.17|Y|08/19/2010|08/19/2099
252|welch 1948|Secchi Disk Transparency Depth|Welch 1948|Y|08/19/2010|12/31/2099
253|epa 7470a hg tclp|Cold vapor|EPA 7470A|Y|08/23/2010|12/31/2099
254|sm 4500 h+ b|Electrometric titration of pH|SM 4500 H+ B 18th|Y|08/23/2010|12/31/2099
255|sm 3500 ca d,ca hard|Titration followed by calculation for calcium hardness|SM 3500-CA D 18th|Y|08/29/2010|12/31/2099
256|epa200.7calcium hard|Calcium hardness calculation, requires Ca by EPA 200.7|EPA 200.7|Y|08/29/2010|12/31/2099
257|epa200.7mg hardness|Magnesium hardness calculation, requires mg by EPA 200.7|EPA 200.7|Y|08/29/2010|12/31/2099
258|epa 508 chi|chlorinated hydrocarbon insecticides in water by GCEC|EPA 508|Y|09/02/2010|12/31/2099
259|epa 608 chi, pcb|chlorinated hydrocarbon insecticides, pcb in water by GCEC|EPA 608|Y|09/02/2010|12/31/2099
260|iowa oa-2 teh solid|sonicaiton prep for TEH in solids by GC-FID|Iowa OA-2|Y|09/02/2010|12/31/2099
261|epa 3510 water pcb|separtory funnel prep for PCBs|EPA 3510 PCB|Y|09/02/2010|12/31/2099
262|epa 3550 solid pcb|sonication prep for PCBs|EPA 3550 PCB|Y|09/02/2010|12/31/2099
263|epa 3510 water chi|separtory funnel prep for chlorinated hydrocarbons|EPA 3510 CHI|Y|09/02/2010|12/31/2099
264|epa 3550 solid chi|sonication prep for chlorinated hydrocarbons|EPA 3550 CHI|Y|09/02/2010|12/31/2099
265|epa 8141 nch|nitrogen containing herbs in water, soil, and other matrices|EPA 8141|N|09/07/2010|12/31/2099
266|epa 8141 opp|organo phosphates in water, soil, and other matrices|EPA 8141|N|09/07/2010|12/31/2099
267|epa 3550 solid opa|extraction using opa spike for GCNP pesticides|EPA 3550|N|09/07/2010|12/31/2099
268|epa 3550 solid opb|extraction using opb spike for GCNP pesticides|EPA 3550|N|09/07/2010|12/31/2099
269|epa 3510 nch and opp|separtory funnel prep for nch and opp|EPA 3510|N|09/07/2010|12/31/2099
270|epa 1311 tclp|TCLP leaching|EPA 1311|Y|09/08/2010|12/31/2099
271|epa 3010 tclp,splp|Metals digestion for TCLP and SPLP extracts|EPA 3010|Y|09/08/2010|12/31/2099
272|epa 1312 splp|SPLP Extraction|EPA 1312|Y|09/08/2010|12/31/2099
273|epa821-r-02-012|Acute Whole Effluent Toxicity Test Billing Mechanism|\N|Y|09/08/2010|12/31/2099
