50|Well Number|Y|\N|well_number
51|Facility Name|Y|\N|\N
52|Turbidity|Y|\N|\N
53|Start Date and Time|Y|\N|\N
54|Stop Date and Time|Y|\N|\N
55|Flow Rate|Y|\N|\N
56|Volume Collected|Y|\N|\N
57|Start Meter Reading|Y|\N|\N
58|Stop Meter Reading|Y|\N|\N
59|Amount Enclosed|Y|\N|\N
60|Check Number|Y|\N|\N
61|MFK Number|Y|\N|\N
62|Purchase Order|Y|\N|purchase_order
63|Free Chlorine/Br|Y|\N|\N
64|Total Chlorine/Br|Y|\N|\N
65|Oxidation Reduction Potential|Y|\N|\N
66|Recheck|Y|\N|\N
67|Pb Sample Type|Y|\N|pb_type
68|Composite Indicator|Y|\N|composite_indicator
69|Composite Sample Number|Y|\N|composite_lab_no
70|Composite Sequence|Y|\N|composite_qtr
71|Composite Date|Y|\N|composite_date
72|Resistance|Y|\N|\N
73|Unit|Y|\N|\N
74|Volume used for gross alpha analysis|Y|\N|\N
75|Date and time acidified|Y|\N|\N
76|Date and time methimazole and formaldehyde added|Y|\N|\N
77|Cobalt-60|Y|\N|\N
78|Uncertainty|Y|\N|uncertainty
79|Cesium-134|Y|\N|\N
80|Cesium-137|Y|\N|\N
81|Iodine-131|Y|\N|\N
82|Zinc-65|Y|\N|\N
83|Barium-133|Y|\N|\N
84|Actinium-228|Y|\N|\N
85|Silver-110m|Y|\N|\N
86|Americium-241|Y|\N|\N
87|Argon-41|Y|\N|\N
88|Arsenic-76|Y|\N|\N
89|Gold-198|Y|\N|\N
90|Barium-131|Y|\N|\N
91|Barium-139|Y|\N|\N
92|Barium-140|Y|\N|\N
93|Beryllium-7|Y|\N|\N
94|Bismuth-207|Y|\N|\N
95|Bismuth-212|Y|\N|\N
96|Bismuth-214|Y|\N|\N
97|Cadmium-109|Y|\N|\N
98|Cerium-139|Y|\N|\N
99|Cerium-141|Y|\N|\N
100|Cerium-143|Y|\N|\N
101|Cerium-144|Y|\N|\N
102|Cobalt-57|Y|\N|\N
103|Cobalt-58|Y|\N|\N
104|Chromium-51|Y|\N|\N
105|Cesium-136|Y|\N|\N
106|Cesium-138|Y|\N|\N
107|Europium-152|Y|\N|\N
108|Europium-154|Y|\N|\N
109|Europium-155|Y|\N|\N
110|Iron-59|Y|\N|\N
111|Gadolinium-153|Y|\N|\N
112|Hafnium-181|Y|\N|\N
113|Mercury-203|Y|\N|\N
114|Iodine-132|Y|\N|\N
115|Iodine-133|Y|\N|\N
116|Iodine-134|Y|\N|\N
117|Iodine-135|Y|\N|\N
118|Iridium-192|Y|\N|\N
119|Rhodium-106m|Y|\N|\N
120|Krypton-85m|Y|\N|\N
121|Krypton-87|Y|\N|\N
122|Krypton-88|Y|\N|\N
123|Lanthanum-140|Y|\N|\N
124|Manganese-54|Y|\N|\N
125|Manganese-56|Y|\N|\N
126|Molybdenum-99|Y|\N|\N
127|Sodium-22|Y|\N|\N
128|Sodium-24|Y|\N|\N
129|Niobium-94|Y|\N|\N
130|Niobium-95|Y|\N|\N
131|Neodymium-147|Y|\N|\N
132|Neptunium-237|Y|\N|\N
133|Neptunium-239|Y|\N|\N
134|Lead-212|Y|\N|\N
135|Lead-214|Y|\N|\N
136|Rubidium-86|Y|\N|\N
137|Rubidium-89|Y|\N|\N
138|Ruthenium-103|Y|\N|\N
139|Ruthenium-106|Y|\N|\N
140|Antimony-122|Y|\N|\N
141|Antimony-124|Y|\N|\N
142|Antimony-125|Y|\N|\N
143|Antimony-126|Y|\N|\N
144|Scandium-46|Y|\N|\N
145|Selenium-75|Y|\N|\N
146|Tin-113|Y|\N|\N
147|Strontium-85|Y|\N|\N
148|Strontium-91|Y|\N|\N
149|Tantalum-182|Y|\N|\N
150|Tellurium-131|Y|\N|\N
151|Tellurium-132|Y|\N|\N
152|Thorium-227|Y|\N|\N
153|Thallium-208|Y|\N|\N
154|Uranium-235|Y|\N|\N
155|Uranium-237|Y|\N|\N
156|Tungsten-187|Y|\N|\N
157|Xenon-131m|Y|\N|\N
158|Xenon-133|Y|\N|\N
159|Xenon-133m|Y|\N|\N
160|Xenon-135|Y|\N|\N
161|Xenon-135m|Y|\N|\N
162|Xenon-138|Y|\N|\N
163|Yttrium-91m|Y|\N|\N
164|Zirconium-95|Y|\N|\N
165|Potassium-40|Y|\N|\N
166|Radium-226|Y|\N|\N
167|Krypton-79|Y|\N|\N
168|Krypton-85|Y|\N|\N
169|Radon-211|Y|\N|\N
170|Antimony-127|Y|\N|\N
171|Yttrium-91|Y|\N|\N
172|Bromine-77|Y|\N|15765-39-6
173|Bromine-82|Y|\N|14686-69-2
174|Bromine-83|Y|\N|\N
175|Cobalt-56|Y|\N|\N
176|Cesium-129|Y|\N|\N
177|Cesium-132|Y|\N|\N
178|Iodine-123|Y|\N|\N
179|Iodine-124|Y|\N|\N
180|Iodine-126|Y|\N|\N
181|Iodine-130|Y|\N|\N
182|Strontium-83|Y|\N|\N
183|Technetium-99m|Y|\N|\N
184|Tellurium-131m|Y|\N|\N
185|Xenon-122|Y|\N|15151-09-4
186|Xenon-123|Y|\N|15700-10-4
187|Xenon-125|Y|\N|13994-18-8
188|Xenon-127|Y|\N|13994-19-9
189|Zirconium-97|Y|\N|\N
190|Gross Alpha|Y|\N|\N
191|Gross Beta|Y|\N|\N
192|Gross Radioactivity|Y|\N|\N
193|Gross Alpha including Uranium|Y|\N|\N
194|No Analyte|Y|\N|\N
195|Radon-222|Y|\N|14859-67-7
196|Radium-228|Y|\N|\N
197|MCL|Y|\N|mcl
198|Combined Radiums|Y|\N|\N
199|Gross Alpha excluding Uranium|Y|\N|\N
200|Strontium-89|Y|\N|\N
201|Strontium-90|Y|\N|\N
202|Tritium|Y|\N|\N
203|Boric acid|Y|\N|10043-35-3
204|Duplicate Result|Y|\N|duplicate_result
205|Label Claim|Y|\N|\N
206|Average|Y|\N|\N
207|2-Benzyl-4-chlorophenol|Y|\N|120-32-1
208|2-Phenylphenol|Y|\N|90-43-7
209|p-(tert-amyl)phenol|Y|\N|80-46-6
210|Paclobutrazol|Y|\N|76738-62-0
211|Pinoxaden|Y|\N|243973-20-8
212|Florasulam|Y|\N|145701-23-1
213|Quaternary ammonium chlorides|Y|\N|\N
214|S-methoprene|Y|\N|65733-16-6
215|Fipronil|Y|\N|120068-37-3
216|Capsaicin|Y|\N|404-86-4
217|Cyfluthrin|Y|\N|68359-37-5
218|1,4-Dichlorobenzene|Y|\N|106-46-7
219|Chlorine|Y|\N|7782-50-5
220|Permethrin|Y|\N|52645-53-1
221|Pyrethrins|Y|\N|8003-34-7
222|Piperonyl butoxide|Y|\N|51-03-6
223|Sodium hypochlorite|Y|\N|7681-52-9
224|Acephate|Y|\N|30560-19-1
225|Strychnine|Y|\N|57-24-9
226|Carbon tetrachloride|Y|\N|56-23-5
227|Dihydrocapsaicin|Y|\N|19408-84-5
228|lambda-Cyhalothrin|Y|\N|68085-85-8
229|Imidacloprid|Y|\N|138261-41-3
230|Chlorpyrifos|Y|\N|2921-88-2
231|Abamectin|Y|\N|71751-41-2
232|Dicamba|Y|\N|1918-00-9
233|Clothianidin|Y|\N|210880-92-5
234|Azoxystrobin|Y|\N|131860-33-8
235|Propiconazole|Y|\N|60207-90-1
236|Mesotrione|Y|\N|104206-82-8
237|Cyprodinil|Y|\N|121552-61-2
238|Difenoconazole|Y|\N|119446-68-3
239|Thiamethoxam|Y|\N|153719-23-4
240|Chlorantraniliprole|Y|\N|500008-45-7
241|Tefluthrin|Y|\N|79538-32-2
242|Peroxyacetic acid|Y|\N|79-21-0
243|Methyl anthranilate|Y|\N|134-20-3
244|Procedure|Y|\N|\N
245|Book Id|Y|\N|\N
246|Page Number|Y|\N|\N
247|Sample Weight|Y|\N|\N
248|Sample Volume|Y|\N|sample_volume
249|Chloroacetic acid|Y|\N|79-11-8
250|Bromoacetic acid|Y|\N|79-08-3
251|Dichloroacetic acid|Y|\N|79-43-9
252|Trichloroacetic acid|Y|\N|76-03-9
253|Dibromoacetic acid|Y|\N|631-64-1
254|Total Haloacetic Acids (HAA5)|Y|\N|\N
255|Bromofluorobenzene|Y|\N|460-00-4
256|2-Bromobutyric acid|Y|\N|80-58-0
257|Bromochloroacetic acid|Y|\N|5589-96-3
258|Hazard Level|Y|\N|hazard_level
259|Dichlorodifluoromethane|Y|\N|75-71-8
260|Trichlorofluoromethane|Y|\N|75-69-4
261|Bromochloromethane|Y|\N|74-97-5
262|Isopropylbenzene|Y|\N|98-82-8
263|n-Propylbenzene|Y|\N|103-65-1
264|1,3,5-Trimethylbenzene|Y|\N|108-67-8
265|tert-Butylbenzene|Y|\N|98-06-6
266|1,2,4-Trimethylbenzene|Y|\N|95-63-6
267|sec-Butylbenzene|Y|\N|135-98-8
268|p-Isopropyltoluene|Y|\N|99-87-6
269|n-Butylbenzene|Y|\N|104-51-8
270|Naphthalene|Y|\N|91-20-3
271|Hexachlorobutadiene|Y|\N|87-68-3
272|1,2,3-Trichlorobenzene|Y|\N|87-61-6
273|Methyl-t-butyl ether (MtBE)|Y|\N|1634-04-4
274|Acetone|Y|\N|67-64-1
275|2-Butanone|Y|\N|78-93-3
276|4-Methyl-2-pentanone|Y|\N|108-10-1
277|2-Hexanone|Y|\N|591-78-6
278|Instrument Run Id|Y|\N|instrument_run_id
279|Fluorobenzene|Y|\N|462-06-6
280|Int Std Response|Y|\N|response
281|Expected Value|Y|\N|expected_value
282|Surrogate Percent Recovery|Y|\N|percent_recovery
283|1,2-Dichlorobenzene-d4|Y|\N|2199-69-1
284|Chloroform|Y|\N|67-66-3
285|Bromodichloromethane|Y|\N|75-27-4
286|Dibromochloromethane|Y|\N|124-48-1
287|Bromoform|Y|\N|75-25-2
288|Total Trihalomethanes|Y|\N|\N
289|Vinyl chloride|Y|\N|75-01-4
290|1,1-Dichloroethene|Y|\N|75-35-4
291|Methylene chloride|Y|\N|75-09-2
292|trans-1,2-Dichloroethylene|Y|\N|156-60-5
293|cis-1,2-Dichloroethylene|Y|\N|\N
294|1,2-Dichloroethane|Y|\N|107-06-2
295|1,1,1-Trichloroethane|Y|\N|71-55-6
296|Benzene|Y|\N|71-43-2
297|1,2-Dichloropropane|Y|\N|78-87-5
298|Trichloroethene|Y|\N|79-01-6
299|1,1,2-Trichloroethane|Y|\N|79-00-5
300|Toluene|Y|\N|108-88-3
301|Tetrachloroethylene|Y|\N|127-18-4
302|Chlorobenzene|Y|\N|108-90-7
303|Ethylbenzene|Y|\N|100-41-4
304|Styrene|Y|\N|100-42-5
305|Total Xylenes|Y|\N|1330-20-7
306|p-Dichlorobenzene|Y|\N|106-46-7
307|o-Dichlorobenzene|Y|\N|95-50-1
308|1,2,4-Trichlorobenzene|Y|\N|120-82-1
309|Chloromethane|Y|\N|74-87-3
310|Bromomethane|Y|\N|74-83-9
311|Chloroethane|Y|\N|75-00-3
312|1,1-Dichloroethane|Y|\N|75-34-3
313|2,2-Dichloropropane|Y|\N|590-20-7
314|1,1-Dichloropropene|Y|\N|563-58-6
315|Dibromomethane|Y|\N|74-95-3
316|cis-1,3-Dichloropropene|Y|\N|100061-01-5
317|trans-1,3-Dichloropropene|Y|\N|100061-02-6
318|1,3-Dichloropropane|Y|\N|142-28-9
319|1,1,1,2-Tetrachloroethane|Y|\N|630-20-6
320|1,1,2,2-Tetrachloroethane|Y|\N|79-34-5
321|1,2,3-Trichloropropane|Y|\N|96-18-4
322|Bromobenzene|Y|\N|108-86-1
323|2-Chlorotoluene|Y|\N|95-49-8
324|4-Chlorotoluene|Y|\N|106-43-4
325|m-Dichlorobenzene|Y|\N|541-73-1
326|Total 1,3-Dichloropropenes|Y|\N|\N
327|tert-Butyl alcohol|Y|\N|75-65-0
328|2-Chloroethylvinyl ether|Y|\N|110-75-8
329|Carbon disulfide|Y|\N|75-15-0
330|Nitrobenzene|Y|\N|98-95-3
331|Ethyl tert-butyl ether|Y|\N|637-92-3
332|Isopropyl ether|Y|\N|108-20-3
333|tert-Amyl methyl ether|Y|\N|994-05-8
334|Acetaldehyde|Y|\N|75-07-0
335|Diethyl ether|Y|\N|60-29-7
336|Ethylene dibromide|Y|\N|106-93-4
337|1,2-Dibromo-3-chloropropane|Y|\N|96-12-8
338|Decafluorobiphenyl|Y|\N|434-90-2
339|Chlorobenzene-d5|Y|\N|\N
340|1,4-Dichlorobenzene-d4|Y|\N|\N
341|Dibromofluoromethane|Y|\N|1868-53-7
342|1,2-Dichloroethane-d4|Y|\N|17060-07-0
343|Toluene-d8|Y|\N|2037-26-5
344|Total 1,2-Dichloroethenes|Y|\N|540-59-0
345|Tetrachloroethene|Y|\N|127-18-4
346|Iodomethane|Y|\N|4227-95-6
347|trans-1,2-Dichloroethene|Y|\N|156-60-5
348|Vinyl acetate|Y|\N|108-05-4
349|cis-1,2-Dichloroethene|Y|\N|156-59-4
350|1,2-Dibromoethane|Y|\N|106-93-4
351|m & p-Xylenes|Y|\N|\N
352|o-Xylene|Y|\N|95-47-6
353|trans-1,4-Dichloro-2-butene|Y|\N|110-57-6
354|1,3-Dichlorobenzene|Y|\N|541-73-1
355|1,2-Dichlorobenzene|Y|\N|95-50-1
356|Acrolein|Y|\N|107-02-8
357|Acrylonitrile|Y|\N|107-13-1
358|Ethanol|Y|\N|64-17-5
359|n-Butyl alcohol|Y|\N|71-36-3
360|Tetrahydrofuran|Y|\N|109-99-9
361|Methyl methacrylate|Y|\N|80-62-6
362|1,4-Dioxane|Y|\N|123-91-1
363|Ethyl acetate|Y|\N|141-78-6
364|n-Butyl acetate|Y|\N|123-86-4
365|Isopropyl acetate|Y|\N|108-21-4
366|Propylene oxide|Y|\N|75-56-9
367|Gasoline|Y|\N|8006-61-9
368|Ethylene|Y|\N|74-85-1
369|MDL|Y|\N|method_dl
370|Qualifier|Y|\N|qualifier
371|Historical High|Y|\N|historical_high
372|1-Octene|Y|\N|111-66-0
373|Octane|Y|\N|111-65-9
374|Propyne|Y|\N|74-99-7
375|1,3-Butadiene|Y|\N|106-99-0
376|Acetylene|Y|\N|74-86-2
377|Ethane|Y|\N|74-84-0
378|Propylene|Y|\N|115-07-1
379|Propane|Y|\N|74-98-6
380|Isobutane|Y|\N|75-28-5
381|Total Isobutene/1-Butene|Y|\N|\N
382|Butane|Y|\N|106-97-8
383|3-Methyl-1-butene|Y|\N|563-45-1
384|Isopentane|Y|\N|78-78-4
385|1-Pentene|Y|\N|109-67-1
386|2-Methyl-1-butene|Y|\N|563-46-2
387|Pentane|Y|\N|109-66-0
388|Isoprene|Y|\N|78-79-5
389|trans-2-Pentene|Y|\N|646-04-8
390|2-Methyl-2-butene|Y|\N|513-35-9
391|2,2-Dimethylbutane|Y|\N|75-83-2
392|Cyclopentene|Y|\N|142-29-0
393|2-Methylpentane|Y|\N|107-83-5
394|3-Methylpentane|Y|\N|96-14-0
395|Hexane|Y|\N|110-54-3
396|trans-2-Hexene|Y|\N|4050-45-7
397|Methylcyclopentane|Y|\N|96-37-7
398|2,4-Dimethylpentane|Y|\N|108-08-7
399|Cyclohexane|Y|\N|110-82-7
400|2-Methylhexane|Y|\N|591-76-4
401|2,3-Dimethylpentane|Y|\N|565-59-3
402|3-Methylhexane|Y|\N|589-34-4
403|1-Heptene|Y|\N|592-76-7
404|2,2,4-Trimethylpentane|Y|\N|540-84-1
405|Heptane|Y|\N|142-82-5
406|Methylcyclohexane|Y|\N|108-87-2
407|2,3,4-Trimethylpentane|Y|\N|565-75-3
408|2-Methylheptane|Y|\N|592-27-8
409|3-Methylheptane|Y|\N|589-81-1
410|1-Nonene|Y|\N|124-11-8
411|Nonane|Y|\N|111-84-2
412|alpha-Pinene (+)|Y|\N|7785-70-8
413|m-Ethyltoluene|Y|\N|620-14-4
414|p-Ethyltoluene|Y|\N|622-96-8
415|o-Ethyltoluene|Y|\N|611-14-3
416|1-Decene|Y|\N|872-05-9
417|Decane|Y|\N|124-18-5
418|1,2,3-Trimethylbenzene|Y|\N|526-73-8
419|1-Undecene|Y|\N|821-95-4
420|1-Dodecene|Y|\N|112-41-4
421|Dodecane|Y|\N|112-40-3
422|cis-2-Pentene|Y|\N|627-20-3
423|4-Methyl-1-pentene|Y|\N|691-37-2
424|Cyclopentane|Y|\N|287-92-3
425|2,3-Dimethylbutane|Y|\N|79-29-8
426|2-Methyl-1-pentene|Y|\N|763-29-1
427|1-Hexene|Y|\N|592-41-6
428|2-Ethyl-1-butene|Y|\N|760-21-4
429|cis-2-Hexene|Y|\N|7688-21-3
430|m-Diethylbenzene|Y|\N|141-93-5
431|p-Diethylbenzene|Y|\N|105-05-5
432|Undecane|Y|\N|1120-21-4
433|trans-2-Butene|Y|\N|624-64-6
434|cis-2-Butene|Y|\N|590-18-1
435|1,4-Difluorobenzene|Y|\N|\N
436|Dichlorotetrafluoroethane|Y|\N|76-14-2
437|1,1,2-Trichloro-1,2,2-trifluoroethane|Y|\N|76-13-1
438|Methyl ethyl ketone|Y|\N|78-93-3
439|Chloroprene|Y|\N|126-99-8
440|Ethyl acrylate|Y|\N|140-88-5
441|Methyl isobutyl ketone|Y|\N|108-10-1
442|Benzyl chloride|Y|\N|100-44-7
443|UV Absorbance at 254 nm|Y|\N|\N
444|Result (ppm)|Y|\N|\N
445|% Desorption Efficiency|Y|\N|percent_desorp_eff
446|Molecular Weight|Y|\N|molecular_weight
447|Method|Y|\N|\N
448|Oil mist|Y|\N|\N
449|Quant Limit (mg/m3)|Y|\N|\N
450|Quant Limit (ppm)|Y|\N|\N
451|2-Butoxyethanol|Y|\N|111-76-2
452|Isopropyl alcohol|Y|\N|67-63-0
453|Ethylene oxide|Y|\N|75-21-8
454|Ethyl ether|Y|\N|60-29-7
455|Petroleum distillates|Y|\N|\N
456|Stoddard solvent|Y|\N|8052-41-3
457|Mineral spirits|Y|\N|\N
458|Ethylene glycol|Y|\N|107-21-1
459|Ethyl alcohol|Y|\N|64-17-5
460|n-Propyl acetate|Y|\N|109-60-4
461|Trichloroethylene|Y|\N|79-01-6
462|VM & P Naphtha|Y|\N|8032-32-4
463|Perchloroethylene|Y|\N|127-18-4
464|Kerosene|Y|\N|\N
465|Cocaine|Y|\N|50-36-2
466|Ecgonine methyl ester|Y|\N|\N
467|Coal tar pitch volatiles|Y|\N|659-93-2
468|2-Diethylaminoethanol|Y|\N|100-376-8
469|2-Ethoxyethyl acetate|Y|\N|111-15-9
470|Cumene|Y|\N|98-82-8
471|Vinyl toluene|Y|\N|25013-15-4
472|gamma-Butyrolactone|Y|\N|96-48-0
473|Methanol|Y|\N|67-56-1
474|Actrel 1138L Cleaner|Y|\N|64742-47-8
475|Methane|Y|\N|74-82-8
476|Petroleum ether|Y|\N|\N
477|Proposal P|Y|\N|\N
478|Butyl carbitol|Y|\N|112-34-5
479|n-Propyl alcohol|Y|\N|71-23-8
480|2-Ethoxyethanol|Y|\N|110-80-5
481|Isobutyl acetate|Y|\N|110-19-0
482|Isobutyl alcohol|Y|\N|78-83-1
483|Cyclohexanone|Y|\N|108-94-1
484|Isoheptyl alcohol|Y|\N|627-98-5
485|Isoheptyl acetate|Y|\N|\N
486|Propylene glycol methyl ether acetate|Y|\N|108-65-6
487|Hydroquinone|Y|\N|123-31-9
488|Dicyclopentadiene|Y|\N|77-73-6
489|Hexamethylenetetramine|Y|\N|100-97-0
490|Fluorotrichloromethane|Y|\N|75-69-4
491|Ethylene glycol methyl ether acetate|Y|\N|110-49-6
492|Diacetone alcohol|Y|\N|123-42-2
493|Dimethyl phthalate|Y|\N|131-11-3
494|Acetic acid|Y|\N|64-19-7
495|Di(2-ethylhexyl)phthalate|Y|\N|117-81-7
496|Dipropylene glycol methyl ether|Y|\N|34590-94-8
497|Chloropicrin|Y|\N|76-06-2
498|Ethyl 3-ethoxypropionate|Y|\N|763-69-9
499|2-Heptanone|Y|\N|110-43-0
500|Phenol|Y|\N|108-95-2
501|Acetonitrile|Y|\N|75-05-8
502|Glutaraldehyde|Y|\N|111-30-8
503|2-Pentanone|Y|\N|107-87-9
504|Formaldehyde|Y|\N|50-00-0
505|2-Butoxyethyl acetate|Y|\N|112-07-2
506|1-Methyl-2-pyrrolidinone|Y|\N|872-50-4
507|Aniline|Y|\N|62-53-3
508|2-Methylphenol|Y|\N|95-48-7
509|3-Methylphenol|Y|\N|108-39-4
510|4-Methylphenol|Y|\N|106-44-5
511|Volatile Hydrocarbons|Y|\N|\N
512|Propylene glycol|Y|\N|57-55-6
513|Propylene glycol monomethyl ether|Y|\N|107-98-2
514|Nicotine|Y|\N|54-11-5
515|Polyethylene glycol dialkyl ether|Y|\N|24991-55-7
516|Isophorone|Y|\N|78-59-1
517|Diisobutyl ketone|Y|\N|108-83-8
518|Client Submitted Reference Standard|Y|\N|\N
519|Hexyl acetate|Y|\N|142-92-7
520|Aroclor 1242|Y|\N|53469-21-9
521|Aroclor 1254|Y|\N|11097-69-1
522|Aroclor 1016|Y|\N|12674-11-2
523|Aroclor 1248|Y|\N|12672-29-6
524|#2 Fuel oil|Y|\N|\N
525|Pyridine|Y|\N|110-86-1
526|Hexone|Y|\N|108-10-1
527|2-Chlorophenol|Y|\N|95-57-8
528|Epichlorohydrin|Y|\N|106-89-8
529|Bisphenol A|Y|\N|80-05-7
530|Diglycidyl bisphenol A ether|Y|\N|1675-54-3
531|Dimethylformamide|Y|\N|68-12-2
532|Diesel fuel|Y|\N|\N
533|Acenaphthylene|Y|\N|208-96-8
534|Acenaphthene|Y|\N|83-32-9
535|Fluorene|Y|\N|86-73-7
536|Phenanthrene|Y|\N|85-01-8
537|Anthracene|Y|\N|120-12-7
538|Fluoranthene|Y|\N|206-44-0
539|Pyrene|Y|\N|129-00-0
540|Benz(a)anthracene|Y|\N|\N
541|Chrysene|Y|\N|218-01-9
542|Benzo(b)fluoranthene|Y|\N|205-99-2
543|Benzo(k)fluoranthene|Y|\N|207-08-9
544|Benzo(a)pyrene|Y|\N|50-32-8
545|Indeno(1,2,3-cd)pyrene|Y|\N|193-39-5
546|Dibenzo(a,h)anthracene|Y|\N|53-70-3
547|Benzo(g,h,i)perylene|Y|\N|191-24-2
548|Diacetyl|Y|\N|431-03-8
549|tert-Butyl acetate|Y|\N|540-88-5
550|Surrogate Volume|Y|\N|\N
551|Surrogate Id|Y|\N|\N
552|Solvent Used|Y|\N|\N
553|Solvent Lot|Y|\N|\N
554|Atrazine - Screen|Y|\N|\N
555|PCB Total as DCBP|Y|\N|\N
556|4,4'-Dibromooctofluorobiphenyl|Y|\N|10386-84-2
557|Tetrachloro-m-xylene|Y|\N|877-09-8
558|Decachlorobiphenyl|Y|\N|2051-24-3
559|Aroclor 1221|Y|\N|11104-28-2
560|Aroclor 1232|Y|\N|11141-16-5
561|Aroclor 1260|Y|\N|11096-82-5
562|alpha-BHC|Y|\N|319-84-6
563|beta-BHC|Y|\N|319-85-7
564|delta-BHC|Y|\N|319-86-8
565|4,4'-DDD|Y|\N|72-54-8
566|4,4'-DDE|Y|\N|72-55-9
567|4,4'-DDT|Y|\N|50-29-3
568|Dieldrin|Y|\N|60-57-1
569|Endosulfan I|Y|\N|959-98-8
570|Endosulfan II|Y|\N|33213-65-9
571|Endosulfan sulfate|Y|\N|1031-07-8
572|Endrin aldehyde|Y|\N|7421-93-4
573|Endrin ketone|Y|\N|53494-70-5
574|Lindane|Y|\N|58-89-9
575|Endrin|Y|\N|72-20-8
576|Methoxychlor|Y|\N|\N
577|Heptachlor|Y|\N|76-44-8
578|Heptachlor epoxide|Y|\N|1024-57-3
579|Hexachlorobenzene|Y|\N|118-74-1
580|Hexachlorocyclopentadiene|Y|\N|77-47-4
581|Chlordane|Y|\N|57-74-9
582|Toxaphene|Y|\N|8001-35-2
583|Aldrin|Y|\N|309-00-2
584|Propachlor|Y|\N|1918-16-7
585|alpha-Chlordane|Y|\N|5103-71-9
586|gamma-Chlordane|Y|\N|5103-74-2
587|Chlorothalonil|Y|\N|1897-45-6
588|zeta-Cypermethrin|Y|\N|52315-07-8
589|Captan|Y|\N|133-06-2
590|Bifenthrin|Y|\N|82657-04-3
591|Fenvalerate|Y|\N|51630-58-1
592|Cypermethrin|Y|\N|52315-07-8
593|alpha-Chlordene|Y|\N|56534-02-2
594|gamma-Chlordene|Y|\N|56641-38-4
595|Chlordene|Y|\N|3734-48-3
596|Esfenvalerate|Y|\N|66230-04-4
597|Dichlobenil|Y|\N|1194-65-6
598|Iprodione|Y|\N|36734-19-7
599|cis-Nonachlor|Y|\N|5103-73-1
600|trans-Nonachlor|Y|\N|39765-80-5
601|Oxychlordane|Y|\N|27304-13-8
602|Pentachloroanisole|Y|\N|1825-21-4
603|Pentachloronitrobenzene|Y|\N|82-68-8
604|Fluvalinate|Y|\N|69409-94-5
605|Fluazifop-P-butyl|Y|\N|79241-46-6
606|Tetramethrin|Y|\N|7696-12-0
607|Flumetsulam|Y|\N|98967-40-9
608|Chlorthal-dimethyl|Y|\N|1861-32-1
609|Ethalfluralin|Y|\N|55283-68-6
610|Fomesafen|Y|\N|72178-02-0
611|Chloroneb|Y|\N|2675-77-6
612|Resmethrin|Y|\N|10453-86-8
613|Tralomethrin|Y|\N|66841-25-6
614|Prallethrin|Y|\N|23031-36-9
615|Deltamethrin|Y|\N|52918-63-5
616|Lactofen|Y|\N|77501-63-4
617|2,4,5-TB|Y|\N|93-80-1
618|2,4-DPAA|Y|\N|19719-28-9
619|2,4-D|Y|\N|94-75-7
620|Dinoseb|Y|\N|88-85-7
621|Pentachlorophenol|Y|\N|87-86-5
622|Silvex|Y|\N|93-72-1
623|Dalapon|Y|\N|75-99-0
624|Picloram|Y|\N|1918-02-1
625|2,4,5-T|Y|\N|93-76-5
626|Bentazon|Y|\N|25057-89-0
627|Dichlorprop|Y|\N|120-36-5
628|Chloramben|Y|\N|133-90-4
