76|EPTC (Eptam)|Y|\N|759-94-4
77|EPTC|Y|\N|759-94-4
78|Etridiazole (Ethazole)|Y|\N|2593-15-9
79|Etridiazole|Y|\N|2593-15-9
80|Linuron|Y|\N|330-55-2
81|Prometon|Y|\N|1610-18-0
82|Pramitol|Y|\N|1610-18-0
83|Propachlor|Y|\N|1918-16-7
84|Propanil|Y|\N|709-98-8
85|Propazine|Y|\N|139-40-2
86|Propoxur|Y|\N|114-26-1
87|Pendimethalin (Prowl)|Y|\N|40318-45-4
88|Pendimethalin|Y|\N|40318-45-4
89|Allidochlor|Y|\N|93-71-0
90|Allidochlor (Randox)|Y|\N|93-71-0
91|Carbaryl|Y|\N|\N
92|Carbaryl (Sevin)|Y|\N|63-25-2
93|Ethalfluralin|Y|\N|55283-68-6
94|Ethalfluralin (Sonalan)|Y|\N|55283-68-6
95|Simazine|Y|\N|122-34-9
96|Propiconazole|Y|\N|60207-90-1
97|Propiconazole (Tilt)|Y|\N|60207-90-1
98|Sulfallate|Y|\N|95-06-7
99|Sulfallate (Vegadex)|Y|\N|\N
100|Vernolate (Vernam)|Y|\N|1929-77-7
101|Vernolate|Y|\N|1929-77-7
102|Cyanazine|Y|\N|21725-46-2
103|Metolachlor|Y|\N|51218-45-2
104|Alachlor|Y|\N|15972-60-8
105|Metribuzin|Y|\N|21087-64-9
106|Butylate|Y|\N|2008-41-5
107|Trifluralin|Y|\N|1582-09-8
108|Terbufos|Y|\N|13071-79-9
109|Fonofos|Y|\N|944-22-9
110|Chlorpyrifos|Y|\N|2921-88-2
111|Ethoprop|Y|\N|13194-48-4
112|Phorate|Y|\N|298-02-2
113|Carbofuran|Y|\N|1563-66-2
114|Terbufos (Counter)|Y|\N|13071-79-9
115|Fonofos (Dyfonate)|Y|\N|944-22-9
116|Chlorpyrifos (Lorsban)|Y|\N|2921-88-2
117|Ethoprop (Mocap)|Y|\N|\N
118|Phorate (Thimet)|Y|\N|298-02-2
119|Carbofuran (Furadan)|Y|\N|1563-66-2
120|Acephate|Y|\N|30560-19-1
121|Azinphos-Methyl (Guthion)|Y|\N|86-50-5
122|Azinphos-Methyl|Y|\N|86-50-0
123|Methyl parathion|Y|\N|298-00-0
124|Parathion|Y|\N|56-38-2
125|Diazinon|Y|\N|333-41-5
126|Malathion|Y|\N|121-75-5
127|Isofenphos|Y|\N|25311-71-1
128|Dicrotophos|Y|\N|141-66-2
129|Dicrotophos (Bidrin)|Y|\N|141-66-2
130|Amiben|Y|\N|133-90-4
131|Chloramben|Y|\N|133-90-4
132|Picloram (Tordon)|Y|\N|\N
133|Picloram|Y|\N|1918-02-1
134|Acifluorfen (Blazer)|Y|\N|\N
135|Acifluorfen|Y|\N|62476-59-9
136|Mecoprop|Y|\N|7085-19-0
137|Triclopyr (Garlon)|Y|\N|55336-06-3
138|Triclopyr|Y|\N|55336-06-3
139|Pentachlorophenol (PCP)|Y|\N|87-86-5
140|Dichlorprop (2,4-DP)|Y|\N|120-36-5
141|Dichlorprop|Y|\N|120-36-5
142|Bromoxynil (Buctril)|Y|\N|\N
143|Bromoxynil|Y|\N|1689-84-5
144|Aroclor 1016|Y|\N|12674-11-2
145|Aroclor 1221|Y|\N|11104-28-2
146|Aroclor 1232|Y|\N|11141-16-5
147|Aroclor 1242|Y|\N|53469-21-9
148|Aroclor 1248|Y|\N|12672-29-6
149|Aroclor 1254|Y|\N|11097-69-1
150|Aroclor 1260|Y|\N|11096-82-5
151|Fluorine|Y|\N|7782-41-4
152|Fluoride|Y|\N|\N
153|Total Fluoride|Y|\N|\N
154|Chlorine|Y|\N|7782-50-5
155|Chlorite|Y|\N|\N
156|Chlorate|Y|\N|\N
157|Bromine|Y|\N|7726-95-6
158|Bromide|Y|\N|\N
159|Iodide|Y|\N|\N
160|Acetate|Y|\N|\N
161|Total Acetate|Y|\N|\N
162|Acetic acid|Y|\N|64-19-7
163|Chromic acid|Y|\N|\N
164|Orthene|Y|\N|30560-19-1
165|Hydrofluoric acid|Y|\N|7664-39-3
166|Hydrochloric acid|Y|\N|7647-01-0
167|Hydrobromic acid|Y|\N|10035-10-6
168|Nitric acid|Y|\N|7697-37-2
169|Phosphoric acid|Y|\N|7664-38-2
170|Sulfuric acid|Y|\N|7664-93-9
171|Aluminum Oxide|Y|\N|1344-28-1
172|Arsenic Trioxide|Y|\N|1327-53-3
173|Arsine|Y|\N|7784-42-1
174|Calcium Oxide|Y|\N|1305-78-8
175|Nuisance Dust|Y|\N|\N
176|Respirable Dust|Y|\N|\N
177|Total Dust|Y|\N|\N
178|Iron oxide|Y|\N|\N
179|Hydrogen sulfide|Y|\N|7783-06-4
180|Ammonium|Y|\N|\N
181|Potassium hydroxide|Y|\N|1310-58-3
182|Sodium hydroxide|Y|\N|1310-73-2
183|Nitrogen dioxide|Y|\N|10102-44-0
184|Ally|Y|\N|\N
185|Welding Fumes|Y|\N|\N
186|Ozone|Y|\N|10028-15-6
187|Quartz Silica|Y|\N|\N
188|Stibine|Y|\N|588-59-0
189|Sulfur dioxide|Y|\N|7446-09-5
190|Titanium dioxide|Y|\N|13463-67-7
191|Zinc chloride|Y|\N|7646-85-7
192|Zinc oxide|Y|\N|1314-13-2
193|Cation Exchange Capacity|Y|\N|\N
194|Calcium as CaCO3|Y|\N|\N
195|Trivalent Chromium|Y|\N|\N
196|Hexavalent chromium|Y|\N|\N
197|Total Acidity|Y|\N|\N
198|Total Alkalinity|Y|\N|\N
199|Phenolphthalein alkalinity|Y|\N|\N
200|Carbonate alkalinity|Y|\N|\N
201|Specific Conductance|Y|\N|\N
202|Total Hardness|Y|\N|\N
203|Calcium Hardness|Y|\N|\N
204|Bicarbonate alkalinity|Y|\N|\N
205|Langlier Index|Y|\N|\N
206|Hydroxide|Y|\N|\N
207|Aquapoise pH|Y|\N|\N
208|Laboratory pH|Y|\N|\N
209|Stability Index|Y|\N|\N
210|Silica as SiO2|Y|\N|\N
211|Sulfate|Y|\N|\N
212|Sulfite|Y|\N|\N
213|Sulfide|Y|\N|\N
214|Reactive Sulfide|Y|\N|\N
215|Total Sulfide|Y|\N|\N
216|Total Biochemical Oxygen Demand (5 day)|Y|\N|\N
217|Total Biochemical Oxygen Demand (20 day)|Y|\N|\N
218|Chemical Oxygen Demand|Y|\N|\N
219|Filtered Chemical Oxygen Demand|Y|\N|\N
220|Percent Luminesence|Y|\N|\N
221|Nonionic Surfactants|Y|\N|\N
222|Anionic Surfactants|Y|\N|\N
223|Carbon|Y|\N|7440-44-0
224|Total Carbon|Y|\N|\N
225|Dissolved Organic Carbon|Y|\N|\N
226|Nonpurgeable Organic Carbon|Y|\N|\N
227|Inorganic Carbon|Y|\N|\N
228|Purgeable Organic Carbon|Y|\N|\N
229|Total Organic Halides|Y|\N|\N
230|Purgeable Organic Halides|Y|\N|\N
231|Grease and Oil|Y|\N|\N
232|Ammonia nitrogen as N|Y|\N|\N
233|Ammonia nitrogen as NH3|Y|\N|\N
234|Total Kjeldahl Nitrogen as N|Y|\N|\N
235|Total Nitrogen|Y|\N|\N
236|Organic nitrogen as N|Y|\N|\N
237|Nitrite nitrogen as N|Y|\N|\N
238|Nitrite as NO2|Y|\N|\N
239|Nitrate nitrogen as N|Y|\N|\N
240|Nitrate as NO3|Y|\N|\N
241|Nitrate + Nitrite nitrogen as N|Y|\N|\N
242|Nitrate + Nitrite as NO3|Y|\N|\N
243|Phenol (4-Aminoantipyrine reactive)|Y|\N|\N
244|Organic acids|Y|\N|\N
245|Phosphate|Y|\N|\N
246|ortho-Phosphate as P|Y|\N|\N
247|Filterable Ortho Phosphate as P|Y|\N|\N
248|Organic phosphate as P|Y|\N|\N
249|Total Organic Phosphate as P|Y|\N|\N
250|Total Volatile Solids|Y|\N|\N
251|Total Fixed Solids|Y|\N|\N
252|Total Dissolved Solids|Y|\N|\N
253|Total Volatile Dissolved Solids|Y|\N|\N
254|Total Fixed Dissolved Solids|Y|\N|\N
255|Total Suspended Solids|Y|\N|\N
256|Total Volatile Suspended Solids|Y|\N|\N
257|Total Fixed Suspended Solids|Y|\N|\N
258|Seston Biomass|Y|\N|\N
259|Total Cyanide|Y|\N|\N
260|Amenable Cyanide|Y|\N|\N
261|Dissolved Cyanide|Y|\N|\N
262|Free Cyanide|Y|\N|\N
263|Leachable Cyanide|Y|\N|\N
264|Reactive Cyanide|Y|\N|\N
265|Corrosivity|Y|\N|\N
266|Flash Point|Y|\N|\N
267|Ignitability|Y|\N|\N
268|Paint Filter Liquids Test|Y|\N|\N
269|Reactivity|Y|\N|\N
270|Plant Available Nitrogen|Y|\N|\N
271|Plant Available Phosphorous|Y|\N|\N
272|Plant Available Potassium|Y|\N|\N
273|Free Chlorine|Y|\N|free_chlorine
274|CEC|Y|\N|\N
275|Carbonaceous BOD (5 day)|Y|\N|\N
276|Inhibited BOD (5 day)|Y|\N|\N
277|Seeded Biochemical Oxygen Demand (5 day)|Y|\N|\N
278|Seeded and Inhibited BOD (5 day)|Y|\N|\N
279|Filtered BOD (5 day)|Y|\N|\N
280|Filtered and Inhibited BOD (5 day)|Y|\N|\N
281|Filtered and Seeded BOD (5 day)|Y|\N|\N
282|Filtered, Seeded, and Inhib. BOD (5 day)|Y|\N|\N
283|Carbonaceous BOD (20 day)|Y|\N|\N
284|Inhibited BOD (20 day)|Y|\N|\N
285|Seeded Biochemical Oxygen Demand(20 day)|Y|\N|\N
286|Seeded and Inhibited BOD (20 day)|Y|\N|\N
287|Filtered BOD (20 day)|Y|\N|\N
288|Filtered and Inhibited BOD (20 day)|Y|\N|\N
289|Filtered and Seeded BOD (20 day)|Y|\N|\N
290|Filtered, Seeded, and Inhi. BOD (20 day)|Y|\N|\N
291|CTAS|Y|\N|\N
292|MBAS|Y|\N|\N
293|LAS|Y|\N|\N
294|Soap|Y|\N|\N
295|Total Organic Carbon|Y|\N|\N
296|Total Residue|Y|\N|\N
297|Total Volatile Residue|Y|\N|\N
298|Total Fixed Residue|Y|\N|\N
299|Total Filterable Residue|Y|\N|\N
300|Total Volatile Filterable Residue|Y|\N|\N
301|Total Fixed Filterable Residue|Y|\N|\N
302|Total Nonfilterable Residue|Y|\N|\N
303|Total Volatile Nonfilterable Residue|Y|\N|\N
304|Total Fixed Nonfilterable Residue|Y|\N|\N
305|Settleable Matter|Y|\N|\N
306|Aluminum|Y|\N|7429-90-5
307|Bismuth|Y|\N|7440-69-9
308|Boron|Y|\N|7440-42-8
309|Cerium|Y|\N|7440-45-1
310|Cesium|Y|\N|7440-46-2
311|Gallium|Y|\N|7440-55-3
312|Germanium|Y|\N|7440-56-4
313|Gold|Y|\N|7440-53-5
314|Hafnium|Y|\N|7440-58-6
315|Indium|Y|\N|7440-74-6
316|Iodine|Y|\N|7553-56-2
317|Iridium|Y|\N|7439-88-5
318|Lanthanum|Y|\N|7439-91-0
319|Lithium|Y|\N|7439-93-2
320|Molybdenum|Y|\N|7439-98-7
321|Niobium|Y|\N|7440-03-1
322|Osmium|Y|\N|7440-04-2
323|Palladium|Y|\N|7440-05-3
324|Platinum|Y|\N|7440-06-4
325|Rhenium|Y|\N|7440-15-5
326|Rhodium|Y|\N|7440-16-6
327|Rubidium|Y|\N|7440-17-7
328|Scandium|Y|\N|7440-20-2
329|Silicon|Y|\N|7440-21-3
330|Silver|Y|\N|7440-22-4
331|Strontium|Y|\N|7440-24-6
332|Sulfur|Y|\N|7704-34-9
333|Tantalum|Y|\N|7440-25-7
334|Tellurium|Y|\N|13494-80-9
335|Thorium|Y|\N|7440-29-1
336|Titanium|Y|\N|7440-32-6
337|Tin|Y|\N|7440-31-5
338|Tungsten|Y|\N|7440-33-7
339|Uranium|Y|\N|7440-61-1
340|Yttrium|Y|\N|7440-65-5
341|Zirconium|Y|\N|7440-67-7
342|Total Aluminum|Y|\N|\N
343|Dissolved Aluminum|Y|\N|\N
344|Total Antimony|Y|\N|\N
345|Dissolved Antimony|Y|\N|\N
346|Total Arsenic|Y|\N|\N
347|Dissolved Arsenic|Y|\N|\N
348|Total Barium|Y|\N|\N
349|Dissolved Barium|Y|\N|\N
350|Total Beryllium|Y|\N|\N
351|Dissolved Beryllium|Y|\N|\N
352|Total Bismuth|Y|\N|\N
353|Dissolved Bismuth|Y|\N|\N
354|Total Boron|Y|\N|\N
355|Dissolved Boron|Y|\N|\N
356|Total Cerium|Y|\N|\N
357|Dissolved Cerium|Y|\N|\N
358|Total Cesium|Y|\N|\N
359|Dissolved Cesium|Y|\N|\N
360|Total Gallium|Y|\N|\N
361|Dissolved Gallium|Y|\N|\N
362|Total Germanium|Y|\N|\N
363|Dissolved Germanium|Y|\N|\N
364|Total Gold|Y|\N|\N
365|Dissolved Gold|Y|\N|\N
366|Total Hafnium|Y|\N|\N
367|Dissolved Hafnium|Y|\N|\N
368|Total Indium|Y|\N|\N
369|Dissolved Indium|Y|\N|\N
370|Total Iodine|Y|\N|\N
371|Dissolved Iodine|Y|\N|\N
372|Total Iridium|Y|\N|\N
373|Dissolved Iridium|Y|\N|\N
374|Total Lanthanum|Y|\N|\N
375|Dissolved Lanthanum|Y|\N|\N
376|Total Cadmium|Y|\N|\N
377|Dissolved Cadmium|Y|\N|\N
378|Total Calcium|Y|\N|\N
379|Total Chromium|Y|\N|\N
380|Dissolved Chromium|Y|\N|\N
381|Dissolved Calcium|Y|\N|\N
382|Total Cobalt|Y|\N|\N
383|Dissolved Cobalt|Y|\N|\N
384|Total Copper|Y|\N|\N
385|Dissolved Copper|Y|\N|\N
386|Total Iron|Y|\N|\N
387|Dissolved Iron|Y|\N|\N
388|Total Tin|Y|\N|\N
389|Dissolved Tin|Y|\N|\N
390|Total Tungsten|Y|\N|\N
391|Dissolved Tungsten|Y|\N|\N
392|Total Uranium|Y|\N|\N
393|Dissolved Uranium|Y|\N|\N
394|Total Yttrium|Y|\N|\N
395|Dissolved Yttrium|Y|\N|\N
396|Total Zirconium|Y|\N|\N
397|Dissolved Zirconium|Y|\N|\N
398|Total Vanadium|Y|\N|\N
399|Dissolved Vanadium|Y|\N|\N
400|Total Zinc|Y|\N|\N
401|Dissolved Zinc|Y|\N|\N
402|Total Lead|Y|\N|\N
403|Dissolved Lead|Y|\N|\N
404|Total Lithium|Y|\N|\N
405|Dissolved Lithium|Y|\N|\N
406|Total Magnesium|Y|\N|\N
407|Dissolved Magnesium|Y|\N|\N
408|Total Manganese|Y|\N|\N
409|Dissolved Manganese|Y|\N|\N
410|Total Mercury|Y|\N|\N
411|Dissolved Mercury|Y|\N|\N
412|Total Molybdenum|Y|\N|\N
413|Dissolved Molybdenum|Y|\N|\N
414|Total Nickel|Y|\N|\N
415|Dissolved Nickel|Y|\N|\N
416|Total Niobium|Y|\N|\N
417|Dissolved Niobium|Y|\N|\N
418|Total Osmium|Y|\N|\N
419|Dissolved Osmium|Y|\N|\N
420|Total Palladium|Y|\N|\N
421|Dissolved Palladium|Y|\N|\N
422|Total Platinum|Y|\N|\N
423|Dissolved Platinum|Y|\N|\N
424|Total Potassium|Y|\N|\N
425|Dissolved Potassium|Y|\N|\N
426|Total Rhenium|Y|\N|\N
427|Dissolved Rhenium|Y|\N|\N
428|Total Rhodium|Y|\N|\N
429|Dissolved Rhodium|Y|\N|\N
430|Total Rubidium|Y|\N|\N
431|Dissolved Rubidium|Y|\N|\N
432|Total Scandium|Y|\N|\N
433|Dissolved Scandium|Y|\N|\N
434|Total Selenium|Y|\N|\N
435|Dissolved Selenium|Y|\N|\N
436|Total Silicon|Y|\N|\N
437|Dissolved Silicon|Y|\N|\N
438|Total Silver|Y|\N|\N
439|Dissolved Silver|Y|\N|\N
440|Total Sodium|Y|\N|\N
441|Dissolved Sodium|Y|\N|\N
442|Total Strontium|Y|\N|\N
443|Dissolved Strontium|Y|\N|\N
444|Total Sulfur|Y|\N|\N
445|Dissolved Sulfur|Y|\N|\N
446|Total Tantalum|Y|\N|\N
447|Dissolved Tantalum|Y|\N|\N
448|Total Tellurium|Y|\N|\N
449|Dissolved Tellurium|Y|\N|\N
450|Total Thallium|Y|\N|\N
451|Dissolved Thallium|Y|\N|\N
452|Total Thorium|Y|\N|\N
453|Dissolved Thorium|Y|\N|\N
454|Total Titanium|Y|\N|\N
455|Dissolved Titanium|Y|\N|\N
456|Total Phosphorus as P|Y|\N|\N
457|Extractable Organic Halides|Y|\N|\N
458|Actinium-227|Y|\N|\N
459|Actinium-228|Y|\N|\N
460|Silver-110m|Y|\N|\N
461|Aluminum-26|Y|\N|\N
462|Americium-241|Y|\N|\N
463|Argon-41|Y|\N|\N
464|Gold-198|Y|\N|\N
465|Barium-133|Y|\N|\N
466|Barium-139|Y|\N|\N
467|Barium-140|Y|\N|\N
468|Barium-141|Y|\N|\N
469|Beryllium-7|Y|\N|\N
470|Bismuth-207|Y|\N|\N
471|Bismuth-210|Y|\N|\N
472|Bismuth-211|Y|\N|\N
473|Bismuth-212|Y|\N|\N
474|Bismuth-214|Y|\N|\N
475|Cadmium-109|Y|\N|\N
476|Cerium-139|Y|\N|\N
477|Cerium-141|Y|\N|\N
478|Cerium-143|Y|\N|\N
479|Cerium-144|Y|\N|\N
480|Cobalt-56|Y|\N|\N
481|Cobalt-57|Y|\N|\N
482|Cobalt-58|Y|\N|\N
483|Cobalt-60|Y|\N|\N
484|Cobalt-61|Y|\N|\N
485|Chromium-51|Y|\N|\N
486|Cesium-129|Y|\N|\N
487|Cesium-132|Y|\N|\N
488|Cesium-134|Y|\N|\N
489|Cesium-136|Y|\N|\N
490|Cesium-137|Y|\N|\N
491|Cesium-138|Y|\N|\N
492|Europium-145|Y|\N|\N
493|Europium-147|Y|\N|\N
494|Europium-148|Y|\N|\N
495|Europium-149|Y|\N|\N
496|Europium-150|Y|\N|\N
497|Europium-152|Y|\N|\N
498|Europium-154|Y|\N|\N
499|Europium-155|Y|\N|\N
500|Europium-156|Y|\N|\N
501|Iron-59|Y|\N|\N
502|Francium-223|Y|\N|\N
503|Gadolinium-153|Y|\N|\N
504|Hafnium-181|Y|\N|\N
505|Mercury-203|Y|\N|\N
506|Iodine-118|Y|\N|\N
507|Iodine-119|Y|\N|\N
508|Iodine-120|Y|\N|\N
509|Iodine-121|Y|\N|\N
510|Iodine-123|Y|\N|\N
511|Iodine-124|Y|\N|\N
512|Iodine-125|Y|\N|\N
513|Iodine-126|Y|\N|\N
514|Iodine-128|Y|\N|\N
515|Iodine-129|Y|\N|\N
516|Iodine-130|Y|\N|\N
517|Iodine-131|Y|\N|\N
518|Iodine-132|Y|\N|\N
519|Iodine-133|Y|\N|\N
520|Iodine-134|Y|\N|\N
521|Iodine-135|Y|\N|\N
522|Potassium-40|Y|\N|\N
523|Krypton-85|Y|\N|\N
524|Krypton-85m|Y|\N|\N
525|Krypton-87|Y|\N|\N
526|Krypton-88|Y|\N|\N
527|Krypton-89|Y|\N|\N
528|Lanthanum-140|Y|\N|\N
529|Lanthanum-142|Y|\N|\N
530|Magnesium-28|Y|\N|\N
531|Manganese-52|Y|\N|\N
532|Manganese-54|Y|\N|\N
533|Manganese-56|Y|\N|\N
534|Molybdenum-99|Y|\N|\N
535|Sodium-22|Y|\N|\N
536|Sodium-24|Y|\N|\N
537|Niobium-94|Y|\N|\N
538|Niobium-95|Y|\N|\N
539|Niobium-95m|Y|\N|\N
540|Niobium-97|Y|\N|\N
541|Neodymium-147|Y|\N|\N
542|Neptunium-239|Y|\N|\N
543|Protactinium-231|Y|\N|\N
544|Protactinium-234|Y|\N|\N
545|Protactinium-234m|Y|\N|\N
546|Lead-210|Y|\N|\N
547|Lead-211|Y|\N|\N
548|Lead-212|Y|\N|\N
549|Lead-214|Y|\N|\N
550|Polonium-210|Y|\N|\N
551|Polonium-214|Y|\N|\N
552|Polonium-215|Y|\N|\N
553|Polonium-216|Y|\N|\N
554|Polonium-218|Y|\N|\N
555|Praseodymium-144|Y|\N|\N
556|Plutonium-238|Y|\N|\N
557|Radium-223|Y|\N|\N
558|Radium-224|Y|\N|\N
559|Radium-226|Y|\N|\N
560|Radium-228|Y|\N|\N
561|Rubidium-83|Y|\N|\N
562|Rubidium-86|Y|\N|\N
563|Rubidium-88|Y|\N|\N
564|Rubidium-89|Y|\N|\N
565|Rhodium-99|Y|\N|\N
566|Rhodium-101|Y|\N|\N
567|Rhodium-101m|Y|\N|\N
568|Rhodium-105|Y|\N|\N
569|Radon-218|Y|\N|\N
570|Radon-219|Y|\N|14835-02-0
571|Radon-220|Y|\N|22481-48-7
572|Ruthenium-97|Y|\N|\N
573|Ruthenium-103|Y|\N|\N
574|Ruthenium-105|Y|\N|\N
575|Ruthenium-106|Y|\N|\N
576|Sulfur-38|Y|\N|\N
577|Antimony-122|Y|\N|\N
578|Antimony-124|Y|\N|\N
579|Antimony-125|Y|\N|\N
580|Antimony-126|Y|\N|\N
581|Antimony-127|Y|\N|\N
582|Scandium-46|Y|\N|\N
583|Selenium-75|Y|\N|\N
584|Silicon-31|Y|\N|\N
585|Samarium-151|Y|\N|\N
586|Tin-113|Y|\N|\N
587|Strontium-80|Y|\N|\N
588|Strontium-82|Y|\N|\N
589|Strontium-83|Y|\N|\N
590|Strontium-85|Y|\N|\N
591|Strontium-85m|Y|\N|\N
592|Strontium-89|Y|\N|\N
593|Strontium-90|Y|\N|\N
594|Strontium-91|Y|\N|\N
595|Strontium-92|Y|\N|\N
596|Tantalum-182|Y|\N|\N
597|Technetium-95m|Y|\N|\N
598|Technetium-99m|Y|\N|\N
599|Tellurium-119m|Y|\N|\N
600|Tellurium-121|Y|\N|\N
601|Tellurium-123m|Y|\N|\N
602|Tellurium-127m|Y|\N|\N
603|Tellurium-129|Y|\N|\N
604|Tellurium-129m|Y|\N|\N
605|Tellurium-131|Y|\N|\N
606|Tellurium-131m|Y|\N|\N
607|Tellurium-132|Y|\N|\N
608|Thorium-227|Y|\N|\N
609|Thorium-228|Y|\N|\N
610|Thorium-230|Y|\N|\N
611|Thorium-231|Y|\N|\N
612|Thorium-232|Y|\N|\N
613|Thorium-234|Y|\N|\N
614|Thallium-207|Y|\N|\N
615|Thallium-208|Y|\N|\N
616|Thallium-210|Y|\N|\N
617|Uranium-233|Y|\N|\N
618|Uranium-234|Y|\N|\N
619|Uranium-235|Y|\N|\N
620|Uranium-237|Y|\N|\N
621|Uranium-238|Y|\N|\N
622|Tungsten-187|Y|\N|\N
623|Wolfram-187|Y|\N|\N
624|Xenon-131m|Y|\N|\N
625|Xenon-133|Y|\N|\N
626|Xenon-133m|Y|\N|\N
627|Xenon-135|Y|\N|\N
628|Xenon-138|Y|\N|\N
629|Yttrium-84|Y|\N|\N
630|Yttrium-85|Y|\N|\N
631|Yttrium-86|Y|\N|\N
632|Yttrium-86m|Y|\N|\N
633|Yttrium-87|Y|\N|\N
634|Yttrium-88|Y|\N|\N
635|Yttrium-89|Y|\N|\N
636|Yttrium-90|Y|\N|\N
637|Yttrium-90m|Y|\N|\N
638|Yttrium-91|Y|\N|\N
639|Yttrium-91m|Y|\N|\N
640|Yttrium-92|Y|\N|\N
641|Zinc-65|Y|\N|\N
642|Zinc-72|Y|\N|\N
643|Zirconium-95|Y|\N|\N
644|Zirconium-97|Y|\N|\N
645|Compliance gross alpha|Y|\N|\N
646|Combined Radiums|Y|\N|\N
647|No Compound|Y|\N|\N
648|Devrinol|Y|\N|15299-99-7
649|Nitro-m-xylene|Y|\N|\N
650|Tetrachloro-m-xylene|Y|\N|877-09-8
651|Decachlorobiphenyl|Y|\N|2051-24-3
652|DCBF|Y|\N|\N
653|2,4,5-TB|Y|\N|93-80-1
654|2,4-DPAA|Y|\N|19719-28-9
655|2-Chloroethylvinyl ether|Y|\N|110-75-8
656|Benzidine|Y|\N|92-87-5
657|N-Nitrosodimethylamine|Y|\N|62-75-9
658|3+4-Methylphenol|Y|\N|\N
659|Pyridine|Y|\N|110-86-1
660|2-Butoxyethanol|Y|\N|111-76-2
661|2-(2-Butoxyethoxy)ethanol|Y|\N|112-34-5
662|2-Hexyloxyethanol|Y|\N|112-25-4
663|m & p-Xylenes|Y|\N|\N
664|4-Nitrophenol|Y|\N|100-02-7
665|Fluorene|Y|\N|86-73-7
666|4-Nitroaniline|Y|\N|100-01-6
667|4,6-Dinitro-2-methylphenol|Y|\N|534-52-1
668|N-Nitrosodiphenylamine|Y|\N|86-30-6
669|Pentachlorophenol|Y|\N|87-86-5
670|Phenanthrene|Y|\N|85-01-8
671|Carbazole|Y|\N|86-74-8
672|Fluoranthene|Y|\N|206-44-0
673|Pyrene|Y|\N|129-00-0
674|Benzo(a)anthracene|Y|\N|56-55-3
675|bis(2-Ethylhexyl)phthalate|Y|\N|117-81-7
676|Indeno(1,2,3-cd)pyrene|Y|\N|193-39-5
677|Phenol|Y|\N|108-95-2
