40|epa 8260 ethanol|Ethanol by GCMS in water and solid samples|EPA 8260|Y|11/01/2011|12/31/2099
41|epa 8260 landfill|GCMS volatiles in water for landfill monitoring|EPA 8260|Y|11/02/2011|12/31/2099
42|epa to-12|GCMS SNMOC in air|EPA TO-12|Y|07/30/2010|12/31/2099
43|epa to-15|GCMS volatiles in air|EPA TO-15|Y|07/30/2010|12/31/2099
44|iowa oa-1|BTEX and MtBE in water, soil, and other matrices by GCMS|Iowa OA-1|Y|07/29/2010|12/31/2099
45|sm 5910|ultraviolet absorption|SM 5910|Y|09/20/2010|12/31/2099
46|epa 550|Polycyclic Aromatic Hydrocarbons low detection limits|EPA 550|Y|01/31/2011|12/31/2099
47|epa 3510 water chi|separtory funnel prep for chlorinated hydrocarbons|EPA 3510 CHI|Y|09/02/2010|12/31/2099
48|epa 3510 water np ms|separtory funnel prep for pesticides by GCMS|EPA 3510 NP|Y|08/05/2010|12/31/2099
49|epa 3550 solid chi|sonication prep for chlorinated hydrocarbons|EPA 3550 CHI|Y|09/02/2010|12/31/2099
50|epa 3550 solid np ms|sonication prep for pesticides by GCMS|EPA 3550 NP|Y|08/05/2010|12/31/2099
51|epa 508 chi|chlorinated hydrocarbon insecticides in water by GCEC|EPA 508|Y|09/02/2010|12/31/2099
52|epa 515.3 acid herbs|acid herbicides in water by GCEC|EPA 515.3|Y|08/06/2010|12/31/2099
53|epa 608 chi, pcb|chlorinated hydrocarbon insecticides, pcb in water by GCEC|EPA 608|Y|09/02/2010|12/31/2099
54|epa 3510 water bna|separtory funnel prep for BNA semivolatiles|EPA 3510 BNA|Y|08/05/2010|12/13/2099
55|epa 3550 solid bna|sonication prep for BNA semivolatiles|EPA 3550 BNA|Y|08/05/2010|12/31/2099
56|epa 525.2|GCMS semivolatiles in drinking water|EPA 525.2|Y|03/03/2010|12/31/2099
57|epa 548.1|GCMS endothall in water|EPA 548.1|Y|01/01/2000|12/31/2099
58|epa 625 bna, pah|GCMS semivolatiles in waste water|EPA 625|Y|05/15/2009|12/31/2099
59|immunoassay|Immunoassay|Immunoassay|Y|01/01/2011|01/01/2099
60|epa 508a|pcbs in water by GCEC|EPA 508A|Y|09/20/2010|12/31/2099
61|epa 8082 pcb|PCBs in water, soil, oil, and other matrices by GCEC|EPA 8082|Y|01/01/2009|01/01/2099
62|epa 8081 chi|chlorinated hydrocarbons in water, soil, and other matrices|EPA 8081|Y|01/01/2009|01/01/2099
63|epa 8270 nch, op|GCMS NCH and OPI pests in water, soil, foliage, and other|EPA 8270|Y|07/30/2010|12/31/2099
64|epa 1625 dph|1,2-Diphenylhydrazine by GCMS in water samples|EPA 1625|Y|11/01/2011|12/31/2099
65|epa 8270 bna, pah|GCMS semivolatiles in water, soil, and other matrices|EPA 8270|Y|05/19/2009|12/31/2099
66|iowa oa-2|TEH in water, soil, and other matrices by GC-FID|Iowa OA-2|Y|04/27/2010|04/10/2200
67|waste oil analysis|rock island arsenal method waste oil analysis|Waste Oil Analysis|Y|09/21/2011|12/31/2099
68|epa 200.2 trm|TRM digestion|EPA 200.2|Y|05/14/2009|12/31/2099
69|epa 245.2 hg|Mercury digestion of water samples|EPA 245.2|Y|08/06/2010|12/31/2099
70|epa 3010|Digestion of aqueous samples|EPA 3010|Y|07/29/2010|12/31/2099
71|epa 3010 tclp,splp|Metals digestion for TCLP and SPLP extracts|EPA 3010|Y|09/08/2010|12/31/2099
72|epa 3050b envpb|Solid digestion for ENVPB|EPA 3050B|Y|08/06/2010|12/31/2099
73|epa 3050b solid|Solids digestion|EPA 3050B|Y|01/21/2010|12/31/2099
74|epa 3050b envpb wipe|Wipe digestion for ENVPB|EPA 3050B|Y|10/05/2011|12/31/2099
75|epa 7471 a hg|Mercury digestion of solid samples|EPA 7471A|Y|08/13/2010|12/31/2099
76|niosh 7300 uhl ih|ICP metals|NIOSH 7300-UHL|Y|05/14/2009|12/31/2099
77|uhl lead in air (mn)|Manganese in air quality samples by HGAA|UHL Lead in Air|Y|10/19/2011|12/31/2099
78|uhl lead in air (pb)|Lead in air quality samples by HGAA|UHL Lead in Air|Y|09/30/2010|12/31/2099
79|uhl lead in air mnms|Manganese in air quality samples|UHL Lead in Air|Y|08/11/2011|12/31/2099
80|uhl lead in air natt|NATTS Metals in air quality samples|UHL Lead in Air|Y|10/07/2011|12/31/2099
81|uhl lead in air pbms|Lead in air quality samples by ICPMS|UHL Lead in Air|Y|10/07/2011|12/31/2099
82|epa 1311 tclp|TCLP leaching|EPA 1311|Y|09/08/2010|12/31/2099
83|epa 1312 splp|SPLP Extraction|EPA 1312|Y|09/08/2010|12/31/2099
84|epa 7470 a hg|Mercury digestion of liquid samples|EPA 7470A|Y|08/13/2010|12/31/2099
85|sm 4500 nh3 b|Distillation|SM 4500-NH3 B|Y|07/29/2010|12/31/2099
86|sm 2130 b|Nephelometric - reportable turbidities|SM 2130 B|Y|05/14/2009|12/31/2099
87|sm 2130 b screen|Nephelometric - turbidity screen for metals|SM 2130 B|Y|08/06/2010|12/31/2099
88|epa 7420 comp wipe|Flame AA ENVPB dust on composite wipe|EPA 7420|N|08/06/2010|02/15/2015
89|epa 7420 paint|Flame AA ENVPB paint sample|EPA 7420|N|08/06/2010|02/15/2015
90|epa 7420 soil|Flame AA ENVPB soil sample|EPA 7420|N|08/06/2010|02/15/2015
91|epa 7420 wipe|Flame AA ENVPB dust on wipe|EPA 7420|N|08/06/2010|02/15/2015
92|niosh 7300 ms ih|ICPMS metals|NIOSH 7300-MS|Y|08/04/2010|12/31/2099
93|aoac 973.32 dish|Flame AA or ICP|AOAC 973.32|Y|07/29/2010|12/31/2099
94|niosh 7903|Ion Chromatography|NIOSH 7903|Y|07/29/2010|12/31/2099
95|niosh 6015|Automated|NIOSH 6015|Y|07/29/2010|12/31/2099
96|niosh 7600|Colorimetric|NIOSH 7600|Y|01/19/2011|12/31/2099
97|epa 350.1|Automated|EPA 350.1|Y|07/29/2010|12/31/2099
98|lac 10-107-06-1j|Automated|LAC 10-107-06-1J|Y|07/29/2010|12/31/2010
99|epa 300.0|Ion Chromatography|EPA 300.0|Y|09/27/2011|12/31/2099
100|epa 300.1|Ion Chromatography|EPA 300.1|Y|04/28/2010|12/31/2099
101|epa 353.2 as n|Automated method for NO2 and NO3 as N|EPA 353.2|Y|08/23/2010|12/31/2099
102|lac 10-107-04-1j|Automated|LAC 10-107-04-1J|Y|07/29/2010|12/31/2099
103|lac 10-107-05-1a|Automated|LAC 10-107-05-1A|Y|07/29/2010|12/31/2099
104|epa 365.1|Automated|EPA 365.1|Y|07/29/2010|12/31/2099
105|lac 10-115-01-1a|Automated|LAC 10-115-01-1A|Y|07/29/2010|12/31/2099
106|sm 4500 p e|Manual|SM 4500-P E|Y|07/29/2010|12/31/2099
107|sm 4500 p f|Automated|SM 4500-P F|Y|07/29/2010|12/31/2099
108|epa 420.1|Colorimetric|EPA 420.1|Y|07/29/2010|12/31/2099
109|epa 420.4|Automated|EPA 420.4|Y|07/29/2010|12/31/2099
110|epa 365.4|Semi-automated|EPA 365.4|Y|07/29/2010|12/31/2099
111|lac 10-115-01-1c|Automated|LAC 10-115-01-1C|Y|07/29/2010|12/31/2099
112|lac 10-115-01-1d|Automated|LAC 10-115-01-1D|Y|07/29/2010|12/31/2099
113|epa 351.2|Automated|EPA 351.2|Y|07/29/2010|12/31/2099
114|lac 10-107-06-2e|Automated|LAC 10-107-06-2E|Y|07/29/2010|12/31/2099
115|epa 9060|Combustion|EPA 9060|Y|07/29/2010|12/31/2099
116|sm 5310 b|Combustion|SM 5310 B|Y|07/29/2010|12/31/2099
117|sm 2320 b sludge|Alkalinity titration - electrometric endpoint|SM 2320 B|Y|08/06/2010|12/31/2099
118|sm 2320 b|Alkalinity titration - electrometric endpoint|SM 2320 B|Y|04/28/2010|12/31/2099
119|sm 5210b  5 day|Dissolved oxygen depletion|SM 5210 B|Y|07/29/2010|12/31/2099
120|sm 5210b 20 c|Dissolved oxygen depletion|SM 5210 B 18th|Y|10/05/2011|12/31/2099
121|sm 5210b 20 day|Dissolved oxygen depletion|SM 5210 B 18th|Y|05/10/2011|12/31/2099
122|sm 5210b 5 c|Dissolved oxygen depletion|SM 5210 B|Y|10/05/2011|12/31/2099
123|sm 5210b 5 filt&inh|Dissolved oxygen depletion|SM 5210 B|Y|10/05/2011|12/31/2099
124|sm 5210b 5 filtered|Dissolved oxygen depletion|SM 5210 B|Y|10/05/2011|12/31/2099
125|sm 5210b 5 seeded|Dissolved oxygen depletion|SM 5210 B|Y|10/04/2011|12/31/2099
126|sm 5210b seeded&inh|Dissolved oxygen depletion|SM 5210 B|Y|10/26/2011|12/31/2099
127|sm 4500 co2 b|Calculation|SM 4500-CO2 B|Y|07/29/2010|12/31/2099
128|epa 410.4|Colorimetric|EPA 410.4|Y|07/29/2010|12/31/2099
129|sm 5220 d|Colorimetric|SM 5220 D|Y|07/29/2010|12/31/2099
130|nf monograph 29|\N|NF Monograph 29|Y|07/29/2010|12/31/2099
131|sm 2120 d|Spectrophotometric|SM 2120 D|Y|07/29/2010|12/31/2099
132|sm 2510 b|Wheatstone Bridge|SM 2510 B|Y|11/09/2009|12/31/2099
133|epa 9045 corr solid|Electrometric measurement, used for corrosivity test|EPA 9045|Y|09/09/2010|12/31/2099
134|epa9040corro aqueous|Electrometric measurement, used for corrosivity test|EPA 9040|Y|09/09/2010|12/31/2099
135|epa 9014|Colorimetric following distillation|EPA 9014|Y|07/29/2010|12/31/2099
136|sm 4500 cn e|Colorimetric following distillation|SM 4500-CN E|Y|07/29/2010|12/31/2099
137|epa 1010|Flash point of liquid waste|EPA 1010|Y|10/01/2010|12/31/2099
138|sm 4500 f c|Specific ion electrode|SM 4500-F C|Y|10/20/2010|12/31/2099
139|epa200.7calcium hard|Calcium hardness calculation, requires Ca by EPA 200.7|EPA 200.7|Y|08/29/2010|12/31/2099
140|epa200.7mg hardness|Magnesium hardness calculation, requires mg by EPA 200.7|EPA 200.7|Y|08/29/2010|12/31/2099
141|sm 2340 b,total hard|Calculation requiring ca, mg by EPA 200.7|SM 2340 B|Y|07/29/2010|12/31/2099
142|sm 2340 c,total hard|Titration|SM 2340 C|Y|05/04/2009|12/31/2099
143|epa 1030-uhl|Ignitability of solid wastes|EPA 1030-UHL|Y|10/01/2010|12/31/2099
144|nalco aquagraph|Calculation|Nalco Aquagraph|Y|07/29/2010|12/31/2099
145|sm 4500 no2 b|Manual analysis for nitrite|SM 4500-NO2 B|Y|07/29/2010|12/31/2099
146|sm 5560 c|Titration|SM 5560 C|Y|07/29/2010|12/31/2099
147|epa 9045|Electrometric measurement|EPA 9045|Y|07/29/2010|12/31/2099
148|sm 4500 h+ b|Electrometric titration of pH|SM 4500 H+B|Y|08/23/2010|12/31/2099
149|sm 4500 h+ b ph&alk|Electrometric measurement of pH for alkalinity|SM 4500 H+B|Y|07/29/2010|12/31/2099
150|sm 4500 si d|Colorimetric|SM 4500-SI D|Y|07/29/2010|12/31/2099
438|sm 9260b water|Salmonella P/A by Membrane Filteration|SM 9260 B|Y|09/23/2014|12/31/2099
151|sm4500si e low level|Colorimetric|SM 4500-SI E|Y|07/29/2010|12/31/2099
152|epa 160.3 ts-norpt|Gravimetric|EPA 160.3|Y|10/26/2011|12/31/2099
153|sm 2540 b total|Gravimetric|SM 2540 B 18th|Y|07/29/2010|12/31/2099
154|sm 2540 c dissolved|Gravimetric|SM 2540 C|Y|07/29/2010|12/31/2099
155|sm 2540 f settleable|Volumetric - Imhoff cone|SM 2540 F|Y|07/29/2010|12/31/2099
156|sm 2540 g total|Gravimetric|SM 2540 G|Y|07/29/2010|12/31/2099
157|usgs i-3765-85suspen|gravimetric|USGS I-3765-85|Y|07/29/2010|12/31/2099
158|epa 160.4 fixed|\N|EPA 160.4|Y|07/06/2011|12/31/2099
159|epa 160.4 volatile|Gravimetric|EPA 160.4|Y|07/29/2010|12/31/2099
160|epa 9034|Titration|EPA 9034|Y|07/29/2010|12/31/2099
161|sm 4500 s- e|Titration|SM 4500-S- E 18th|Y|07/29/2010|12/31/2099
162|epa 377.1|Titration|EPA 377.1|Y|10/07/2011|12/31/2099
163|epa 314.0|Ion chromatography|EPA 314.0|Y|11/09/2009|12/31/2099
164|uhl as spec|Arsenic speciation|UHL AS SPEC|Y|10/01/2010|12/31/2099
165|sm 3500 cr d|Colorimetric|SM 3500-CR D|Y|07/29/2010|12/31/2099
166|epa 200.7 boron diss|ICP metals|EPA 200.7|Y|05/04/2011|12/31/2099
167|epa 200.7 boron dw|ICP metals|EPA 200.7|Y|09/21/2010|12/31/2099
168|epa 200.7 lithium dw|ICP metal|EPA 200.7|Y|08/04/2011|12/31/2099
169|epa 200.7 silicon dw|ICP metal|EPA 200.7|Y|08/04/2011|12/31/2099
170|epa 200.7 tin diss|ICP metal|EPA 200.7|Y|08/04/2011|12/31/2099
171|epa 200.7 tin drink|ICP metal|EPA 200.7|Y|08/04/2011|12/31/2099
172|epa 200.7 tin nondw|ICP metals|EPA 200.7|Y|12/21/2010|12/31/2099
173|epa 200.7boron nondw|ICP metals|EPA 200.7|Y|05/04/2009|12/31/2099
174|epa 200.7silicon ndw|ICP metal|EPA 200.7|Y|08/04/2011|12/31/2099
175|epa 200.8 mercury dw|ICPMS metals|EPA 200.8|Y|08/17/2011|12/31/2099
176|epa 200.8 uranium dw|ICPMS metals|EPA 200.8|Y|08/04/2011|12/31/2099
177|epa 200.8uranium ndw|ICPMS metals|EPA 200.8|Y|10/04/2011|12/31/2099
178|epa 245.2 mercury dw|Cold vapor|EPA 245.2|Y|05/05/2011|12/31/2099
179|epa 245.2mercury ndw|Cold vapor|EPA 245.2|Y|06/12/2009|12/31/2099
180|epa 6010 b boron|ICP metals|EPA 6010B|N|09/21/2010|06/02/2013
181|epa 6010 b lithium|ICP metal|EPA 6010B|N|08/04/2011|06/02/2013
182|epa 6010 b silicon|ICP metal|EPA 6010B|N|08/04/2011|06/02/2013
439|food perfringens|Clostridium perfringens for food|FDA BAM Chapter 16|Y|09/25/2014|12/31/2099
183|epa 6010 b tin|ICP metals|EPA 6010B|N|12/21/2010|06/02/2013
184|epa 6010b boron aque|ICP metals|EPA 6010B|N|08/06/2010|06/02/2013
185|epa 6010b boron splp|ICP metals|EPA 6010B|N|07/26/2011|06/02/2013
186|epa 6010b tin aqueou|ICP metal|EPA 6010B|N|08/04/2011|06/02/2013
187|epa 7470a hg splp|Cold vapor|EPA 7470A (SPLP)|Y|08/04/2011|12/31/2099
188|epa 7470a hg tclp|Cold vapor|EPA 7470A (TCLP)|Y|08/23/2010|12/31/2099
189|epa 7470a mercury aq|Cold vapor|EPA 7470A|Y|07/29/2010|12/31/2099
190|epa 7471 a mercury|Cold vapor|EPA 7471A|Y|07/29/2010|12/31/2099
191|epa200.7lithium diss|ICP metal|EPA 200.7|Y|08/04/2011|12/31/2099
192|epa200.7lithium nond|ICP metal|EPA 200.7|Y|08/04/2011|12/31/2099
193|epa200.7silicon diss|ICP metal|EPA 200.7|Y|08/04/2011|12/31/2099
194|epa200.8private lead|ICMPS metal for private lead samples|EPA 200.8|Y|08/06/2010|12/31/2099
195|cdc|ICPMS Metals in biological samples|CDC|Y|09/21/2010|12/31/2099
196|cdc urine|ICPMS metals in urine|CDC|Y|09/30/2010|12/31/2099
197|epa 200.7|ICP Metals|EPA 200.7|Y|07/21/2011|12/31/2099
198|epa 200.7 dissolved|ICP metals|EPA 200.7|Y|12/09/2010|12/31/2099
199|epa 200.7 drink|ICP metals|EPA 200.7|Y|09/21/2010|12/31/2099
200|epa 200.7 nondrink|ICP metals|EPA 200.7|Y|09/21/2010|12/31/2099
201|epa 200.8|ICPMS metals|EPA 200.8|Y|08/09/2011|12/31/2099
202|epa 200.8 dissolved|ICPMS metals|EPA 200.8|Y|12/09/2010|12/31/2099
203|epa 200.8 drink|ICPMS metals|EPA 200.8|Y|08/06/2010|12/31/2099
204|epa 200.8 lab cert|ICPMS metals|EPA 200.8|Y|09/21/2010|12/31/2099
205|epa 200.8 nondrink|ICPMS metals|EPA 200.8|Y|09/21/2010|12/31/2099
206|epa 200.8 npdes|ICPMS metals|EPA 200.8|Y|05/15/2009|12/31/2099
207|epa 200.8 sdwa pb-cu|ICPMS metals|EPA 200.8|Y|10/20/2010|12/31/2099
208|epa 6010 b|ICP metals|EPA 6010B|N|05/04/2009|06/02/2013
209|epa 6010 b aqueous|ICP analysis for aqueous samples|EPA 6010B|N|12/02/2010|06/02/2013
210|epa 6010 b splp|ICP metals|EPA 6010B|N|09/21/2010|06/02/2013
211|epa 6010 b tclp|ICP metals|EPA 6010B|N|09/21/2010|06/02/2013
212|epa 6020 aqueous|ICPMS metals|EPA 6020|Y|12/10/2010|12/31/2099
213|epa 6020 solid|ICPMS metals|EPA 6020|Y|07/01/2009|12/31/2099
214|epa 6020 splp|ICPMS metals|EPA 6020|Y|09/21/2010|12/31/2099
215|epa 6020 tclp|ICPMS metals|EPA 1311/6020|Y|09/21/2010|12/31/2099
216|epa821-r-02-012|Acute Whole Effluent Toxicity Test Billing Mechanism|EPA 821|Y|09/08/2010|12/31/2099
217|sm 10500|Benthic Macroinvertebrate Analysis by Standard Methods 10500|SM 10500|Y|11/13/2009|12/31/2099
218|iso 7888-1985|field specific conductance by iso 7888-1985|ISO 7888-1985|Y|04/04/2011|12/31/2099
219|astm d 888-05 c|Field Dissolved Oxygen by ASTM D 888-05 C by Luminescence|ASTM D 888-05 C|N|11/13/2009|03/20/2013
220|datalogger-sonde|Field Analyses using Datalogger-Sonde|Datalogger-Sonde|Y|08/01/2010|12/31/2099
221|sm 4500-o g|Field Dissolved Oxygen by Standard Methods 4500-O G|SM 4500-O G|N|11/13/2009|03/20/2013
222|sm 10600|Fish Analysis by Standar Methods 10600|SM 10600|Y|11/13/2009|12/31/2099
223|flow-csi|Flow for Compliance Sampling|ISCO 1989|Y|05/14/2009|12/31/2099
224|flow-stream|Stream Flow|USGS CA8|N|05/14/2009|01/23/2013
225|microscopy|Unknown identification by microscopy|Microscopy|Y|10/08/2010|12/31/2099
226|sm 4500 h - field|Field pH by Standard Methods 4500 H|SM 4500 H|N|11/12/2009|03/20/2013
227|sm 10200 f|Lab Analysis of Phytoplankton by Standard Methods 10200 F|SM 10200 F|Y|11/13/2009|12/31/2099
228|epa 445.0 filter|Chlorophyll a|EPA 445.0|Y|08/12/2010|12/31/2099
229|epa 445.0 substrate|Chlorophyll Analysis by EPA 445.0 rev 1.2|EPA 445.0|Y|08/12/2010|12/31/2099
230|welch 1948|Secchi Disk Transparency Depth|Welch 1948|Y|08/19/2010|12/31/2099
231|sm 2550 - field|Field Temperature by Standard Methods 2550|SM 2550|N|11/13/2009|03/20/2013
232|birge 1904|Thermocline depth|Birge 1904|Y|10/14/2010|12/31/2099
233|buchanan somers 1969|Total depth|Buchanan and Somers 1969|Y|10/14/2010|12/31/2099
234|epa 330.5|Total Residual Chlorine by EPA 330.5|EPA 330.5|Y|07/01/2010|12/31/2099
235|sm 4500-cl g|Total Residual Chlorine byStandard Methods 4500-cl g|SM 4500-cl g|Y|07/01/2010|12/31/2099
236|epa 180.1 field|EPA 180.1 for field tests|EPA 180.1|Y|10/06/2010|12/31/2099
237|sm 8010 f|Lab Analysis of Unionized Ammonia by Standar Method 8010 F|SM 8010 F|Y|11/13/2009|12/31/2099
238|wetzel likens 2000|Zooplankton Analysis by Wetzel and Likens 2000|Wetzel and Likens 2000|Y|11/13/2009|12/31/2099
239|epa 535|ESA/OXA by EPA Method 535 LC/MS/MS Determination|EPA 535|Y|01/01/2010|01/01/2099
240|epa 537|LC/MS/MS for PFOS and PFOA|EPA 537|Y|01/01/2011|01/01/2099
241|epa 549.2|HPLC/uv by PDA with SPE extraction|EPA 549.2|Y|01/01/2010|01/01/2099
242|epa 8321|acid herbicides in solids|EPA 8321|Y|10/14/2011|12/31/2099
243|uhl h 006|HPLC Post-column derivatization|HPLC Post-column derivatization|Y|01/01/2010|01/01/2099
244|uhl h 016|SOP UHL-H-016 LC/MS/MS determination|SOP UHL-H-016 LC/MS/MS|Y|01/01/2010|01/01/2099
245|uhl h 017|SOP UHL-H-017 LC/MS/MS determination|SOP UHL-H-017 LC/MS/MS|Y|01/01/2010|01/01/2099
246|uhl h 018|SOP UHL-H-018 LC/MS/MS|SOP UHL-H-018 LC/MS/MS|Y|09/01/2010|01/01/2099
247|uhl h 018 dupont|prep of FIFRA samples by Dupont method|SOP UHL-H-018 Dupont|Y|01/01/2011|01/01/2099
248|uhl h 018 exp|prep of FIFRA samples by Experimental methods|SOP UHL-H-018 Custom|Y|01/01/2011|01/01/2099
249|uhl h 018 fifra|SOP UHL-H-018 LC/MS/MS FIFRA Samples|SOP UHL-H-018 LC/MS/MS|Y|01/01/2010|01/01/2099
250|uhl h 018 flu|prep of FIFRA samples by Flumioxazin method|SOP UHL-H-018 Flumixazin|Y|01/01/2011|01/01/2099
251|uhl h 018 imids|prep of FIFRA samples by Imidazolinones method|SOP UHL-H-018 Imidazolinone|Y|01/01/2011|01/01/2099
252|uhl h 018 mod su|prep for FIFRA samples by modified SU method|SOP UHL-H-018 Modified SU|Y|01/01/2011|01/01/2099
253|uhl h 018 su|prep of FIFRA samples by Sulfonyl method|SOP UHL-H-018 Sulfonylurea|Y|01/01/2011|01/01/2099
254|uhl h 021 imidazo|LC/MS/MS Determination - SOP UHL-H-021 imidazolinones|SOP UHL-H-021 LC/MS/MS|N|09/01/2010|01/01/2099
255|uhl h 021 isoxafluto|LC/MS/MS Determination - SOP UHL-H-021 isoxaflutole analytes|SOP UHL-H-021 LC/MS/MS|Y|09/01/2010|01/01/2099
256|uhl h 023 dupont|SOP UHL-H-023 DUPONT List LC/MS/MS Determination|SOP UHL-H-023 LC/MS/MS|Y|01/01/2010|01/01/2099
257|uhl h 024|Clethodim by LC/MS/MS|SOP UHL-H-024 LC/MS/MS|Y|10/12/2011|12/31/2099
258|uhl h 025|UHL-H-025 LC/MS/MS determination|SOP UHL-H-025 LC/MS/MS|Y|01/01/2007|01/01/2099
259|uhl h 029|Fungicides by LC/MS/MS|SOP UHL-H-029 LC/MS/MS|Y|10/12/2011|12/31/2099
260|uhl h 032|Quaternary amines|SOP UHL-H-032 LC/MS/MS|Y|10/12/2011|12/31/2099
261|uhl h 020|SOP UHL-H-020 LC/MS/MS determination|SOP UHL-H-020 LC/MS/MS|Y|01/01/2010|01/01/2099
262|epa to-11a|\N|EPA TO-11A|Y|09/21/2010|12/31/2099
263|sm 5550 b|Tannin in water|SM 5550 B 19th|Y|10/01/2011|12/31/2099
264|niosh 0500|total dust/particulate in air|NIOSH 0500|Y|10/01/2011|12/31/2099
265|niosh 0600|respirable dust/particulate in air|NIOSH 0600|Y|10/01/2011|12/31/2099
266|osha id-142|silica in air|OSHA ID-142|Y|09/20/2010|12/31/2099
267|uhl h 019|SOP UHL-H-019 LC/MS/MS determination|SOP UHL-H-019 LC/MS/MS|Y|01/01/2010|01/01/2099
268|epa 539|Hormones/Steroids in water by LCMSMS|EPA 539|Y|10/10/2011|12/31/2099
269|epa 531.1|EPA Method 531.1 HPLC with prior prep|EPA 531.1|Y|01/01/2009|01/01/2099
270|epa 547|HPLC Post-column derivatization|EPA 547|Y|01/01/2010|01/01/2099
271|uhl h 021|SOP UHL-H-021 LC/MS/MS determination|SOP UHL-H-021 LC/MS/MS|Y|01/01/2010|01/01/2099
